patient_id,nearest_gene_name,chrom,last_tp_abundance,growth_rate,n_timepoints,label_raw,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,tcell_h3k27ac_count,replication_timing,patient_id_enc,ext_n_patients,ext_n_datasets,ext_n_unique_sites,ext_max_abundance,ext_log_unique_sites,ext_log_n_patients,chrom_int
T2,TRIAP1,chr12,55.0,0.0,0,4.02535169073515,0.560620083294771,4067,536198.0,2454,1,1,0,0.98,4,1,2,0,0.0,54.0,0,1.0,75.66239999999999,11,4.0,2.0,5.0,0.0,1.791759469228055,1.6094379124341003,11
T2,GATC,chr12,60.0,0.0,0,4.110873864173311,0.6125636279500232,34,532065.0,17305,0,1,0,0.98,24,1,18,0,0.0,18.0,0,1.0,76.25446315789473,11,6.0,2.0,7.0,0.0,2.0794415416798357,1.9459101490553132,11
T2,DYNLL1,chr12,89.0,0.0,0,4.499809670330265,0.8695627024525683,11673,520412.0,28691,1,2,0,0.915,40,4,36,0,0.0,138.0,0,2.0,77.74814137931035,11,15.0,2.0,23.0,0.0,3.1780538303479458,2.772588722239781,11
T2,SRSF9,chr12,18.0,0.0,0,2.9444389791664403,0.1660689495603887,11297,493894.0,39808,1,2,0,0.915,55,3,46,0,0.0,126.0,0,2.0,77.35531707317072,11,19.0,2.0,34.0,0.0,3.5553480614894135,2.995732273553991,11
T2,POP5,chr12,28.0,0.0,0,3.367295829986474,0.2889865802869042,18098,415230.0,2647,0,1,0,0.83,7,1,5,0,0.0,21.0,0,1.0,80.29386666666666,11,47.0,2.0,153.0,0.0,5.0369526024136295,3.871201010907891,11
T2,CABP1,chr12,70.0,0.0,0,4.2626798770413155,0.7041300323924109,28546,366499.0,26737,1,1,0,1.0,36,4,29,1,0.0,63.0,0,0.0,81.29224444444445,11,42.0,1.0,184.0,0.0,5.220355825078324,3.7612001156935624,11
T2,MLEC,chr12,84.0,0.0,0,4.442651256490317,0.8339888940305414,22549,313967.0,17157,1,1,0,0.85,29,3,26,0,0.0,39.0,0,1.0,81.59218888888888,11,47.0,2.0,271.0,0.0,5.605802066295998,3.871201010907891,11
T2,SPPL3,chr12,50.0,0.0,0,3.9318256327243257,0.50925497454882,37489,111674.0,141848,1,1,0,0.97,158,1,141,1,0.0,219.0,0,1.0,80.34988028169015,11,52.0,2.0,375.0,0.0,5.929589143389895,3.970291913552122,11
T2,HNF1A,chr12,59.0,0.0,0,4.0943445622221,0.6028459046737622,36291,36291.0,23969,0,1,0,0.67,40,4,21,1,3.0,962.0,1,0.0,80.53686,11,50.0,2.0,335.0,0.0,5.817111159963204,3.9318256327243257,11
T2,C12orf43,chr12,60.0,0.0,0,4.110873864173311,0.6125636279500232,17558,20403.0,16018,0,1,0,1.09,20,1,13,2,0.0,66.0,0,1.0,79.73615555555556,11,38.0,2.0,109.0,0.0,4.700480365792417,3.6635616461296463,11
T2,P2RX7,chr12,71.0,0.0,0,4.276666119016055,0.712459509486349,20548,133728.0,55213,1,0,21870,,65,1,58,0,0.0,800.0,0,1.0,70.21497857142857,11,44.0,2.0,101.0,0.0,4.624972813284271,3.8066624897703196,11
T2,P2RX4,chr12,79.0,0.0,0,4.382026634673881,0.7883503007866728,34551,196971.0,24047,0,1,0,0.93,45,1,43,0,0.0,475.0,0,3.0,69.036492,11,56.0,2.0,900.0,0.0,6.803505257608338,4.04305126783455,11
T2,CAMKK2,chr12,27.0,0.0,0,3.332204510175204,0.27822767237390095,43916,275849.0,60633,1,2,0,0.78,93,4,84,0,0.0,236.0,0,3.0,68.48592295081968,11,58.0,2.0,1751.0,0.0,7.468513271496337,4.07753744390572,11
T2,RNF34,chr12,46.0,0.0,0,3.8501476017100584,0.47044192503470617,45792,467327.0,30545,0,1,0,0.89,29,2,26,0,0.0,120.0,0,1.0,67.139371875,11,26.0,2.0,81.0,0.0,4.406719247264253,3.295836866004329,11
T2,TMEM120B,chr12,50.0,0.0,0,3.9318256327243257,0.50925497454882,19763,714446.0,70249,1,1,0,0.82,108,2,94,2,0.0,40.0,0,4.0,79.29167464788733,11,54.0,2.0,513.0,0.0,6.2422232654551655,4.007333185232471,11
T2,RHOF,chr12,105.0,0.0,0,4.663439094112067,0.9525104118463674,44907,779953.0,25649,0,3,0,0.79,66,7,59,0,0.0,126.0,0,7.0,80.35983461538461,11,54.0,2.0,456.0,0.0,6.124683390894205,4.007333185232471,11
T2,HPD,chr12,109.0,0.0,0,4.700480365792417,0.9641369736233225,26960,858093.0,24319,1,1,0,0.78,33,1,24,1,0.0,477.0,0,1.0,80.01144615384615,11,54.0,2.0,449.0,0.0,6.1092475827643655,4.007333185232471,11
T2,PSMD9,chr12,9.0,0.0,0,2.302585092994046,0.04263072651550208,7736,902447.0,29571,1,1,0,0.95,31,1,25,1,0.0,742.0,0,2.0,78.69637333333334,11,22.0,2.0,34.0,0.0,3.5553480614894135,3.1354942159291497,11
T2,CFAP251,chr12,12.0,0.0,0,2.5649493574615367,0.08884775566867191,10336,929695.0,85353,1,1,0,0.71,107,1,96,0,0.0,63.0,0,1.0,77.53137674418606,11,41.0,2.0,189.0,0.0,5.247024072160486,3.7376696182833684,11
T2,BCL7A,chr12,55.0,0.0,0,4.02535169073515,0.560620083294771,41401,999478.0,42622,1,1,0,1.12,73,1,65,2,0.0,144.0,0,0.0,77.54409545454547,11,52.0,2.0,388.0,0.0,5.963579343618446,3.970291913552122,11
T2,MLXIP,chr12,34.0,0.0,0,3.5553480614894135,0.3534243405830634,26799,1073324.0,68678,1,2,0,0.975,136,1,129,0,0.0,92.0,0,2.0,78.18395797101448,11,52.0,2.0,335.0,0.0,5.817111159963204,3.970291913552122,11
T2,LRRC43,chr12,81.0,0.0,0,4.406719247264253,0.8070337806571032,44179,1145016.0,35733,0,2,0,1.035,45,2,21,5,0.0,36.0,0,0.0,77.68932222222222,11,42.0,2.0,114.0,0.0,4.74493212836325,3.7612001156935624,11
T2,VPS33A,chr12,40.0,0.0,0,3.713572066704308,0.41323461360481256,1748,1289707.0,36938,1,1,0,1.05,29,1,25,0,0.0,316.0,0,2.0,77.69997368421052,11,49.0,2.0,256.0,0.0,5.54907608489522,3.912023005428146,11
T2,CLIP1,chr12,14.0,0.0,0,2.70805020110221,0.11626561776955113,74923,1369312.0,151346,0,1,0,0.94,162,2,143,2,0.0,390.0,0,3.0,80.00101241830065,11,54.0,2.0,418.0,0.0,6.037870919922137,4.007333185232471,11
T2,RSRC2,chr12,21.0,0.0,0,3.091042453358316,0.20644377602961592,7721,1540836.0,23646,0,1,0,1.1,31,2,25,0,0.0,62.0,0,1.0,81.67233200000001,11,37.0,2.0,111.0,0.0,4.718498871295094,3.6375861597263857,11
T2,KNTC1,chr12,80.0,0.0,0,4.394449154672439,0.7978944932901435,1,1548702.0,99150,0,0,28,,51,2,38,2,0.0,120.0,0,2.0,82.427123,11,59.0,2.0,765.0,0.0,6.641182169740591,4.0943445622221,11
T2,HCAR2,chr12,55.0,0.0,0,4.02535169073515,0.560620083294771,68430,1656384.0,2064,1,0,49090,,4,1,3,0,0.0,199.0,0,0.0,81.54373333333332,11,40.0,2.0,146.0,0.0,4.990432586778736,3.713572066704308,11
T2,CCDC62,chr12,68.0,0.0,0,4.23410650459726,0.6865455807496529,8605,1787378.0,53002,0,1,0,1.1,45,1,36,0,0.0,186.0,0,1.0,77.36309814814814,11,56.0,2.0,415.0,0.0,6.030685260261263,4.04305126783455,11
T2,HIP1R,chr12,55.0,0.0,0,4.02535169073515,0.560620083294771,29444,1762614.0,28508,1,1,0,0.95,81,1,80,0,0.0,127.0,0,1.0,76.66585,11,57.0,2.0,569.0,0.0,6.345636360828596,4.060443010546419,11
T2,VPS37B,chr12,66.0,0.0,0,4.204692619390966,0.6678042572882924,30454,1701950.0,30797,0,2,0,0.985,72,3,69,0,0.0,39.0,0,3.0,76.90008750000001,11,52.0,2.0,406.0,0.0,6.008813185442595,3.970291913552122,11
T2,OGFOD2,chr12,46.0,0.0,0,3.8501476017100584,0.47044192503470617,19334,1612377.0,5463,1,1,0,0.87,14,3,11,0,0.0,34.0,0,2.0,77.1757,11,55.0,2.0,402.0,0.0,5.998936561946683,4.02535169073515,11
T2,ABCB9,chr12,92.0,0.0,0,4.532599493153256,0.8894608977325312,694,1586668.0,60698,0,4,0,0.7925,101,10,82,3,0.0,71.0,0,3.0,77.42779838709674,11,57.0,2.0,1931.0,0.0,7.566311014772463,4.060443010546419,11
T2,PITPNM2,chr12,79.0,0.0,0,4.382026634673881,0.7883503007866728,81890,1498371.0,167662,1,3,0,0.8433,302,1,297,1,0.0,69.0,0,4.0,74.38788520710058,11,58.0,2.0,1107.0,0.0,7.010311867307229,4.07753744390572,11
T2,MTRFR,chr12,43.0,0.0,0,3.784189633918261,0.44302406293382696,39538,1375019.0,25937,1,1,0,0.88,39,3,34,0,0.0,103.0,0,1.0,76.3753111111111,11,37.0,2.0,163.0,0.0,5.099866427824199,3.6375861597263857,11
T2,MPHOSPH9,chr12,75.0,0.0,0,4.330733340286331,0.7516774641369737,2813,1326422.0,91694,1,1,0,0.88,64,2,51,1,0.0,111.0,0,3.0,74.74780860215054,11,54.0,2.0,260.0,0.0,5.564520407322694,4.007333185232471,11
T2,SBNO1,chr12,29.0,0.0,0,3.4011973816621555,0.3003239241092087,42870,1245309.0,76075,1,1,0,0.96,51,3,32,3,0.0,155.0,0,1.0,79.17483896103896,11,55.0,2.0,467.0,0.0,6.148468295917647,4.02535169073515,11
T2,RILPL1,chr12,24.0,0.0,0,3.2188758248682006,0.24334798704303562,37651,1071171.0,64049,0,1,0,1.05,74,2,69,0,0.0,58.0,0,2.0,82.83644923076925,11,48.0,2.0,273.0,0.0,5.6131281063880705,3.8918202981106265,11
T2,DDX55,chr12,8.0,0.0,0,2.1972245773362196,0.02539333641832485,6892,972438.0,18866,1,1,0,0.8,16,1,13,0,0.0,48.0,0,2.0,81.73681000000002,11,37.0,2.0,111.0,0.0,4.718498871295094,3.6375861597263857,11
T2,TCTN2,chr12,58.0,0.0,0,4.07753744390572,0.5924340583063397,16425,912938.0,37289,1,1,0,0.77,24,1,12,2,0.0,100.0,0,1.0,82.49690526315788,11,56.0,2.0,627.0,0.0,6.4425401664681985,4.04305126783455,11
T2,ATP6V0A2,chr12,83.0,0.0,0,4.430816798843313,0.824560388708931,20282,875563.0,49413,1,1,0,1.0,63,1,57,2,0.0,227.0,0,1.0,82.98434901960786,11,58.0,2.0,603.0,0.0,6.403574197934815,4.07753744390572,11
T2,DNAH10,chr12,83.0,0.0,0,4.430816798843313,0.824560388708931,18286,823721.0,173532,0,2,0,0.87,173,5,92,20,0.0,233.0,0,0.0,82.06629428571429,11,56.0,2.0,987.0,0.0,6.895682697747868,4.04305126783455,11
T2,ZNF664,chr12,68.0,0.0,0,4.23410650459726,0.6865455807496529,101770,697648.0,43700,1,1,0,0.99,65,3,59,2,0.0,60.0,0,4.0,74.81927727272729,11,51.0,2.0,221.0,0.0,5.402677381872279,3.9512437185814275,11
T2,CCDC92,chr12,90.0,0.0,0,4.51085950651685,0.875925497454882,5428,587942.0,55593,1,2,0,0.86,89,7,79,1,0.0,92.0,0,4.0,77.28428214285714,11,58.0,2.0,1383.0,0.0,7.232733136177615,4.07753744390572,11
T2,NCOR2,chr12,28.0,0.0,0,3.367295829986474,0.2889865802869042,293619,293619.0,243216,0,21,0,0.7586,518,9,487,5,3.0,440.0,1,6.0,65.62555714285715,11,58.0,2.0,556.0,0.0,6.322565239927284,4.07753744390572,11
T2,SCARB1,chr12,27.0,0.0,0,3.332204510175204,0.27822767237390095,131132,183913.0,105812,1,3,0,0.81,201,2,187,1,0.0,662.0,0,2.0,60.20898411214954,11,27.0,2.0,58.0,0.0,4.07753744390572,3.332204510175204,11
T2,UBC,chr12,12.0,0.0,0,2.5649493574615367,0.08884775566867191,11693,338052.0,5764,1,1,0,0.9,14,2,11,0,0.0,996.0,0,1.0,63.41400000000001,11,16.0,2.0,29.0,0.0,3.4011973816621555,2.833213344056216,11
T2,TMEM132B,chr12,59.0,0.0,0,4.0943445622221,0.6028459046737622,55530,563233.0,475991,0,3,0,0.8467,341,1,231,20,0.0,66.0,0,0.0,79.68876268343816,11,57.0,2.0,549.0,0.0,6.309918278226516,4.060443010546419,11
T2,TMEM132C,chr12,16.0,0.0,0,2.833213344056216,0.1400393336418325,1382977,2316570.0,440741,0,4,0,0.81,326,1,230,22,0.0,83.0,0,0.0,45.50983212669683,11,57.0,2.0,684.0,0.0,6.529418838262226,4.060443010546419,11
T2,TMEM132D,chr12,39.0,0.0,0,3.6888794541139363,0.4030541416011106,507669,3291020.0,832300,0,4,0,0.77,524,5,240,44,0.0,95.0,0,0.0,32.47217274909964,11,50.0,2.0,147.0,0.0,4.997212273764115,3.9318256327243257,11
T2,PIWIL1,chr12,52.0,0.0,0,3.970291913552122,0.5290953262378528,49992,2299497.0,34750,1,1,0,0.77,29,1,14,1,0.0,398.0,0,0.0,34.502066666666664,11,33.0,2.0,50.0,0.0,3.9318256327243257,3.5263605246161616,11
T2,ADGRD1,chr12,61.0,0.0,0,4.127134385045092,0.6217029153169829,40044,1774365.0,189411,1,8,0,0.7788,345,8,300,7,0.0,135.0,0,0.0,59.23567947368421,11,50.0,2.0,247.0,0.0,5.5134287461649825,3.9318256327243257,11
T2,SFSWAP,chr12,87.0,0.0,0,4.477336814478207,0.8571841739935215,377882,1354177.0,88657,0,4,0,0.925,109,4,92,0,0.0,171.0,0,2.0,58.72063111111112,11,55.0,2.0,244.0,0.0,5.501258210544727,4.02535169073515,11
T2,NOC4L,chr12,83.0,0.0,0,4.430816798843313,0.824560388708931,2867,540084.0,8048,0,3,0,0.85,20,1,12,2,0.0,40.0,0,1.0,64.0608,11,47.0,2.0,221.0,0.0,5.402677381872279,3.871201010907891,11
T2,GALNT9,chr12,37.0,0.0,0,3.6375861597263857,0.38361869504858864,90131,447909.0,133226,1,28,0,0.7729,265,6,201,6,0.0,131.0,0,0.0,71.45717407407409,11,52.0,2.0,211.0,0.0,5.356586274672012,3.970291913552122,11
T2,FBRSL1,chr12,106.0,0.0,0,4.672828834461906,0.9555182785747339,70202,268027.0,95637,1,13,0,0.7769,213,5,170,5,0.0,91.0,0,2.0,72.73617187500001,11,55.0,2.0,930.0,0.0,6.836259277277067,4.02535169073515,11
T2,LRCOL1,chr12,70.0,0.0,0,4.2626798770413155,0.7041300323924109,60346,137140.0,7432,0,2,0,0.75,16,1,14,0,0.0,7.0,0,0.0,68.85076666666667,11,53.0,2.0,572.0,0.0,6.35088571671474,3.9889840465642745,11
T2,P2RX2,chr12,81.0,0.0,0,4.406719247264253,0.8070337806571032,9074,59526.0,3612,1,1,0,0.92,9,1,5,1,0.0,385.0,0,0.0,66.806675,11,34.0,2.0,98.0,0.0,4.59511985013459,3.5553480614894135,11
T2,GOLGA3,chr12,39.0,0.0,0,3.6888794541139363,0.4030541416011106,535,141232.0,60241,0,6,0,0.7967,97,2,74,5,0.0,244.0,0,2.0,43.44303278688525,11,18.0,2.0,64.0,0.0,4.174387269895637,2.9444389791664403,11
T2,CHFR,chr12,9.0,0.0,0,2.302585092994046,0.04263072651550208,58310,210618.0,134117,1,8,0,0.8325,182,7,103,1,0.0,130.0,0,5.0,62.15847703703703,11,9.0,2.0,11.0,0.0,2.4849066497880004,2.302585092994046,11
T2,ZNF84,chr12,44.0,0.0,0,3.8066624897703196,0.4522211938917168,19146,330740.0,26042,1,1,0,1.15,11,2,7,0,0.0,21.0,0,1.0,67.53361481481481,11,43.0,2.0,117.0,0.0,4.770684624465665,3.784189633918261,11
T2,ZNF140,chr12,36.0,0.0,0,3.6109179126442243,0.3734382230448866,19659,373353.0,27593,0,1,0,0.92,11,1,9,0,0.0,19.0,0,1.0,70.80351724137931,11,44.0,2.0,170.0,0.0,5.14166355650266,3.8066624897703196,11
T2,ANHX,chr12,91.0,0.0,0,4.5217885770490405,0.8824618232299861,27047,521454.0,17565,1,1,0,0.79,10,1,1,0,0.0,11.0,0,0.0,72.42008947368421,11,53.0,1.0,3321.0,0.0,8.10832229017324,3.9889840465642745,11
T2,GJB6,chr13,98.0,0.0,0,4.59511985013459,0.9237621471540953,15297,844450.0,10488,1,1,0,0.84,12,4,7,0,0.0,333.0,0,0.0,68.99547272727273,11,52.0,2.0,405.0,0.0,6.0063531596017325,3.970291913552122,12
T2,CRYL1,chr13,11.0,0.0,0,2.4849066497880004,0.07276723739009718,127693,663423.0,122207,0,3,0,0.8433,148,1,140,1,0.0,289.0,0,4.0,68.85606422764228,11,53.0,2.0,169.0,0.0,5.135798437050262,3.9889840465642745,12
T2,IFT88,chr13,55.0,0.0,0,4.02535169073515,0.560620083294771,12316,507319.0,125097,1,1,0,0.84,93,1,66,7,0.0,481.0,0,1.0,65.34092857142858,11,55.0,2.0,393.0,0.0,5.976350909297934,4.02535169073515,12
T2,IL17D,chr13,21.0,0.0,0,3.091042453358316,0.20644377602961592,67276,426752.0,20972,1,2,0,0.91,44,4,39,0,0.0,117.0,0,0.0,61.91115454545454,11,43.0,2.0,141.0,0.0,4.955827057601261,3.784189633918261,12
T2,LATS2,chr13,26.0,0.0,0,3.295836866004329,0.2669481721425266,55365,55365.0,88574,0,3,0,0.8933,135,2,124,3,4.0,335.0,1,0.0,58.1229911111111,11,32.0,2.0,73.0,0.0,4.30406509320417,3.4965075614664802,12
T2,ZDHHC20,chr13,71.0,0.0,0,4.276666119016055,0.712459509486349,118018,279846.0,110683,0,2,0,0.925,73,2,58,2,0.0,80.0,0,1.0,62.13682252252253,11,54.0,2.0,376.0,0.0,5.932245187448011,4.007333185232471,12
T2,FGF9,chr13,54.0,0.0,0,4.007333185232471,0.5502660805182785,33219,576251.0,33425,1,2,0,0.89,50,1,40,4,0.0,1345.0,0,2.0,60.24766176470588,11,56.0,2.0,625.0,0.0,6.439350371100098,4.04305126783455,12
T2,SGCG,chr13,11.0,0.0,0,2.4849066497880004,0.07276723739009718,558935,1560339.0,144288,1,0,20200,,73,1,42,6,0.0,1090.0,0,1.0,36.2837675862069,11,54.0,2.0,220.0,0.0,5.3981627015177525,4.007333185232471,12
T2,C1QTNF9B,chr13,78.0,0.0,0,4.3694478524670215,0.7789796390559925,29290,2865189.0,6403,0,0,1561,,2,0,2,0,0.0,73.0,0,0.0,40.5964,11,35.0,1.0,85.0,0.0,4.454347296253507,3.58351893845611,12
T2,C1QTNF9,chr13,66.0,0.0,0,4.204692619390966,0.6678042572882924,127119,3118444.0,15369,1,1,0,0.71,12,1,5,4,0.0,184.0,0,0.0,39.9489705882353,11,52.0,2.0,175.0,0.0,5.170483995038151,3.970291913552122,12
T2,ATP12A,chr13,63.0,0.0,0,4.1588830833596715,0.640270708005553,1682,3418502.0,32064,1,1,0,0.87,29,2,16,0,0.0,1068.0,0,1.0,37.770590909090906,11,14.0,2.0,15.0,0.0,2.772588722239781,2.70805020110221,12
T2,PABPC3,chr13,143.0,0.0,0,4.969813299576001,0.9971656640444239,83202,3087658.0,3118,1,1,0,0.92,3,2,0,0,0.0,36.0,0,0.0,52.456475,11,29.0,1.0,72.0,0.0,4.290459441148391,3.4011973816621555,12
T2,AMER2,chr13,36.0,0.0,0,3.6109179126442243,0.3734382230448866,13573,2941877.0,10609,1,1,0,0.92,19,1,18,0,0.0,23.0,0,0.0,53.2963,11,35.0,2.0,62.0,0.0,4.143134726391533,3.58351893845611,12
T2,ATP8A2,chr13,8.0,0.0,0,2.1972245773362196,0.02539333641832485,100340,2628278.0,653877,1,3,0,0.8933,602,4,451,30,0.0,570.0,0,9.0,66.12339679389314,11,46.0,1.0,142.0,0.0,4.962844630259907,3.8501476017100584,12
T2,SHISA2,chr13,55.0,0.0,0,4.02535169073515,0.560620083294771,227317,2275893.0,7419,0,1,0,0.96,14,1,13,0,0.0,59.0,0,0.0,66.3359,11,51.0,2.0,363.0,0.0,5.8971538676367405,3.9512437185814275,12
T2,CDK8,chr13,12.0,0.0,0,2.5649493574615367,0.08884775566867191,14770,1831931.0,167091,0,1,0,0.91,109,1,62,5,0.0,253.0,0,1.0,49.02204702380953,11,50.0,2.0,128.0,0.0,4.859812404361672,3.9318256327243257,12
T2,GPR12,chr13,51.0,0.0,0,3.9512437185814275,0.5189148542341508,18615,1321175.0,5602,0,1,0,0.94,9,2,7,0,0.0,104.0,0,0.0,63.37011428571429,11,55.0,2.0,391.0,0.0,5.971261839790462,4.02535169073515,12
T2,MTIF3,chr13,11.0,0.0,0,2.4849066497880004,0.07276723739009718,5161,644818.0,14979,0,1,0,1.0,14,2,12,0,0.0,47.0,0,3.0,63.34618125,11,22.0,2.0,28.0,0.0,3.367295829986474,3.1354942159291497,12
T2,GSX1,chr13,79.0,0.0,0,4.382026634673881,0.7883503007866728,84221,392330.0,2285,0,1,0,0.76,6,1,3,0,0.0,34.0,0,0.0,73.15855,11,49.0,2.0,143.0,0.0,4.969813299576001,3.912023005428146,12
T2,URAD,chr13,60.0,0.0,0,4.110873864173311,0.6125636279500232,15944,95955.0,10976,0,2,0,0.875,20,0,17,1,0.0,26.0,0,0.0,65.63320833333334,11,36.0,1.0,60.0,0.0,4.110873864173311,3.6109179126442243,12
T2,PAN3,chr13,70.0,0.0,0,4.2626798770413155,0.7041300323924109,15027,22588.0,157128,1,1,0,1.24,88,4,59,3,0.0,94.0,0,1.0,56.88196962025317,11,57.0,2.0,522.0,0.0,6.259581464064923,4.060443010546419,12
T2,FLT1,chr13,18.0,0.0,0,2.9444389791664403,0.1660689495603887,69032,325521.0,194799,0,1,0,0.82,226,5,209,0,0.0,844.0,0,1.0,50.29217857142858,11,26.0,2.0,35.0,0.0,3.58351893845611,3.295836866004329,12
T2,SLC46A3,chr13,84.0,0.0,0,4.442651256490317,0.8339888940305414,23394,595026.0,18948,1,1,0,1.05,17,1,15,0,0.0,63.0,0,1.0,59.258195,11,52.0,2.0,435.0,0.0,6.077642243349034,3.970291913552122,12
T2,MTUS2,chr13,109.0,0.0,0,4.700480365792417,0.9641369736233225,49060,670369.0,685926,1,3,0,0.93,464,2,300,34,0.0,74.0,0,1.0,61.07556026200873,11,53.0,1.0,1188.0,0.0,7.080867896690782,3.9889840465642745,12
T2,SLC7A1,chr13,64.0,0.0,0,4.174387269895637,0.6491207774178621,372307,1122882.0,86371,1,2,0,0.85,121,1,113,1,0.0,381.0,0,1.0,48.94479431818183,11,45.0,2.0,151.0,0.0,5.0238805208462765,3.828641396489095,12
T2,KATNAL1,chr13,16.0,0.0,0,2.833213344056216,0.1400393336418325,207487,1999472.0,104921,1,1,0,0.82,80,3,65,1,0.0,244.0,0,1.0,50.42056981132076,11,52.0,2.0,233.0,0.0,5.455321115357702,3.970291913552122,12
T2,UBE2L5,chr13,44.0,0.0,0,3.8066624897703196,0.4522211938917168,57126,1949724.0,7270,1,0,243,,11,2,9,0,0.0,19.0,0,1.0,46.33801111111112,11,53.0,2.0,387.0,0.0,5.961005339623274,3.9889840465642745,12
T2,TEX26,chr13,48.0,0.0,0,3.8918202981106265,0.4891254049051365,5259,1387689.0,42844,1,0,25688,,25,2,12,1,0.0,22.0,0,0.0,62.12992499999999,11,30.0,1.0,81.0,0.0,4.406719247264253,3.4339872044851463,12
T2,B3GLCT,chr13,22.0,0.0,0,3.1354942159291497,0.21812818139750115,4670,1119781.0,132301,0,1,0,1.15,108,1,86,8,0.0,230.0,0,1.0,57.76719849624061,11,48.0,2.0,210.0,0.0,5.351858133476067,3.8918202981106265,12
T2,RXFP2,chr13,53.0,0.0,0,3.9889840465642745,0.5398542341508561,32628,608188.0,63863,1,0,43104,,49,1,42,1,0.0,260.0,0,0.0,47.584225,11,41.0,2.0,110.0,0.0,4.709530201312334,3.7376696182833684,12
T2,FRY,chr13,42.0,0.0,0,3.7612001156935624,0.43376908838500694,51848,520221.0,452412,0,3,0,0.8067,468,5,394,16,0.0,108.0,0,3.0,35.47972693156733,11,47.0,2.0,131.0,0.0,4.882801922586371,3.871201010907891,12
T2,PDS5B,chr13,23.0,0.0,0,3.1780538303479458,0.231027302174919,4531,266698.0,191707,1,1,0,1.22,127,1,91,8,0.0,480.0,0,3.0,49.652222279792745,11,56.0,2.0,856.0,0.0,6.75343791859778,4.04305126783455,12
T2,KL,chr13,68.0,0.0,0,4.23410650459726,0.6865455807496529,202605,498732.0,49720,1,1,0,0.97,43,1,41,1,0.0,1031.0,0,0.0,64.66377843137255,11,55.0,2.0,478.0,0.0,6.171700597410915,4.02535169073515,12
T2,STARD13,chr13,98.0,0.0,0,4.59511985013459,0.9237621471540953,165004,870540.0,247493,0,1,0,0.84,324,9,302,1,0.0,250.0,0,0.0,59.00292489959839,11,57.0,2.0,993.0,0.0,6.901737206656574,4.060443010546419,12
T2,RFC3,chr13,96.0,0.0,0,4.574710978503383,0.9125983341045812,208387,1294596.0,148489,1,1,0,0.96,128,1,107,1,0.0,108.0,0,1.0,33.155819333333326,11,56.0,2.0,404.0,0.0,6.003887067106539,4.04305126783455,12
T2,NBEA,chr13,7.0,0.0,0,2.0794415416798357,0.008329477093937991,561028,2066156.0,730752,0,5,0,0.972,416,8,251,22,0.0,327.0,0,0.0,22.0231210095498,11,56.0,2.0,314.0,0.0,5.752572638825633,4.04305126783455,12
T2,MAB21L1,chr13,110.0,0.0,0,4.709530201312334,0.9669713095788987,41858,3205536.0,5345,0,2,0,0.8,16,2,14,0,0.0,330.0,0,0.0,23.211714285714287,11,59.0,2.0,960.0,0.0,6.8679744089702925,4.0943445622221,12
T2,DCLK1,chr13,74.0,0.0,0,4.31748811353631,0.7411499305876909,317311,3499767.0,363512,0,1,0,0.9,362,2,318,16,0.0,360.0,0,0.0,26.68609478021978,11,56.0,2.0,574.0,0.0,6.354370040797351,4.04305126783455,12
T2,SOHLH2,chr13,37.0,0.0,0,3.6375861597263857,0.38361869504858864,36967,3862535.0,46371,1,1,0,0.65,27,1,16,4,0.0,240.0,0,0.0,29.696141666666666,11,41.0,2.0,125.0,0.0,4.836281906951478,3.7376696182833684,12
T2,POSTN,chr13,62.0,0.0,0,4.143134726391533,0.6307265155020824,199839,5083930.0,36273,1,0,270690,,22,1,21,0,0.0,1211.0,0,0.0,48.70635405405405,11,55.0,2.0,694.0,0.0,6.543911845564792,4.02535169073515,12
T2,STOML3,chr13,48.0,0.0,0,3.8918202981106265,0.4891254049051365,117743,6558042.0,24946,0,0,46680,,18,0,8,2,0.0,73.0,0,0.0,37.06259615384615,11,51.0,2.0,264.0,0.0,5.579729825986222,3.9512437185814275,12
T2,LHFPL6,chr13,48.0,0.0,0,3.8918202981106265,0.4891254049051365,219049,7069600.0,394619,1,1,0,0.89,385,1,334,8,0.0,170.0,0,0.0,38.34563762626263,11,58.0,2.0,317.0,0.0,5.762051382780177,4.07753744390572,12
T2,FOXO1,chr13,81.0,0.0,0,4.406719247264253,0.8070337806571032,437245,7915281.0,111945,0,1,0,0.99,167,3,163,0,0.0,931.0,0,4.0,41.35612566371681,11,56.0,2.0,567.0,0.0,6.342121418721152,4.04305126783455,12
T2,MRPS31,chr13,60.0,0.0,0,4.110873864173311,0.6125636279500232,31925,7564309.0,42223,1,1,0,0.92,27,1,24,0,0.0,49.0,0,1.0,43.16697209302325,11,20.0,1.0,32.0,0.0,3.4965075614664802,3.044522437723423,12
T2,ELF1,chr13,42.0,0.0,0,3.7612001156935624,0.43376908838500694,121507,7363802.0,130198,0,1,0,0.91,152,4,142,0,0.0,177.0,0,6.0,49.52687251908397,11,34.0,2.0,69.0,0.0,4.248495242049359,3.5553480614894135,12
