nearest_gene_name,chrom,label,label_max,n_unique_patients,n_site_obs,dist_to_nearest_tss,in_gene_body,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,gtex_thymus_tpm,gtex_whole_blood_tpm,gtex_spleen_tpm,gtex_immune_mean_tpm
OR7A10,chr19,3.368643919678884,5.60947179518496,10,91,3610,0,480013.0,8456,0,0,130282,,4,0,3,1,0.0,6.0,0,0.0,0.0,0.0,0.0
OR7A17,chr19,3.4983383916624446,6.917705609835305,9,63,17646,0,464059.0,7929,1,0,93072,,4,0,2,1,0.0,6.0,0,0.0,0.0,0.0,0.0
OR7A5,chr19,3.569194493039072,5.056245805348308,6,18,26532,1,523892.0,8944,1,0,144019,,5,1,4,0,0.0,37.0,0,0.0,0.0,0.0,0.0
OR7C1,chr19,2.9753212762938634,3.871201010907891,2,2,6235,1,490934.0,46116,0,0,143828,,31,1,21,3,0.0,12.0,0,0.0,0.0,0.0,0.0
OR7C2,chr19,3.477762258685624,7.061334366910438,7,40,23764,0,414820.0,959,0,0,36756,,1,1,0,0,0.0,1.0,0,0.0,0.0,0.0,0.0
OR7D2,chr19,3.394463145889649,3.58351893845611,2,3,8761,0,1333340.0,9839,0,0,17737,,4,1,0,0,0.0,11.0,0,0.0,0.016446610007735882,0.062419339758053964,0.0442332894319532
OR7E24,chr19,3.280928218307312,5.541263545158426,11,26,6162,0,1250052.0,5281,1,0,56948,,1,0,0,0,0.0,6.0,0,0.0,0.0,0.0,0.0
OR8A1,chr11,3.9222318576357167,5.602118820879701,3,4,4789,1,5365151.0,16282,0,0,39826,,12,0,8,1,0.0,3.0,0,0.0,0.0,0.0,0.0
OR8B12,chr11,3.641715918503783,4.68213122712422,9,15,46537,0,5292498.0,5698,0,0,77435,,3,0,0,1,0.0,2.0,0,0.0,0.0,0.0,0.0
OR8B8,chr11,3.458852804917653,4.61512051684126,2,2,9447,0,5229951.0,8251,1,0,177072,,6,0,3,0,0.0,6.0,0,0.0,0.0,0.0,0.0
OR8D1,chr11,3.5263605246161616,3.5263605246161616,1,1,10236,1,5098565.0,12268,1,0,307669,,10,1,2,1,0.0,7.0,0,0.0,0.0,0.0,0.0
OR8D4,chr11,5.3471075307174685,5.3471075307174685,1,1,13580,0,4709449.0,7062,1,0,160330,,4,1,1,0,0.0,4.0,0,0.0,0.0,0.0,0.0
OR8G1,chr11,4.076243037890121,4.127134385045092,2,2,5016,1,5039813.0,13269,1,0,368404,,6,0,2,1,0.0,1.0,0,0.0,0.0,0.0,0.0
OR8S1,chr12,3.602604361862747,5.351858133476067,7,10,7013,0,528149.0,938,1,0,1421,,1,0,0,0,0.0,6.0,0,0.0,0.0,0.028662575507597984,0.015589253686883341
OR9A2,chr7,3.385882083241967,4.867534450455582,8,14,31986,0,,932,1,0,170776,,0,0,0,0,,,0,0.0,0.0,0.0,0.0
OR9H1,chr1,3.3989702064874656,4.02535169073515,2,2,9986,0,6260356.0,9355,0,0,77504,,0,0,0,0,0.0,3.0,0,0.0,0.0,,0.0
OR9I1,chr11,2.6390573296152584,2.6390573296152584,1,1,3148,0,3301364.0,8788,1,0,363461,,2,0,0,2,0.0,12.0,0,0.0,0.0,0.0,0.0
OR9K2,chr12,3.33686464101374,4.584967478670572,9,16,20065,0,930328.0,6344,1,0,513454,,0,0,0,0,0.0,5.0,0,0.0,0.0,0.0,0.0
OR9Q2,chr11,1.844439727056968,2.079441541679836,4,4,18599,0,3259571.0,4983,0,0,384147,,5,0,4,0,0.0,7.0,0,0.0,0.0,0.0,0.0
ORAI1,chr12,3.3945150019660386,5.3981627015177525,7,19,20677,0,627289.0,16600,1,1,0,0.95,34,1,31,0,0.0,645.0,0,0.0,3.8387639036512287,3.729003605198091,3.744679909308222
ORAI2,chr7,3.125778682569559,4.762173934797756,11,24,524,1,,23719,1,1,0,0.88,42,3,35,2,,,0,0.0,3.206426654514526,3.199591063456334,3.1927453790909355
ORAI3,chr16,3.379495091315211,4.969813299576001,6,10,851,1,231917.0,7393,0,1,0,0.67,18,1,14,0,0.0,118.0,0,0.0,2.9591772044127462,3.4781306446346965,3.4079688478930232
ORC1,chr1,2.19722457733622,2.19722457733622,1,1,68405,1,953489.0,32461,0,1,0,1.0,15,1,10,1,0.0,110.0,0,0.0,0.7481939219437214,1.3083003866918035,2.5118422734025723
ORC3,chr6,2.9444389791664403,2.9444389791664403,1,1,22332,1,,87756,0,1,0,1.03,70,1,60,1,,,0,0.0,1.4206861259547985,2.7551373286260255,2.8546325033527897
ORC4,chr2,3.3976894072523174,5.662960480135946,8,12,112431,1,122791625.0,91388,1,1,0,1.04,39,3,18,5,,,0,0.0,1.283178546456894,2.07605707081417,2.120705838370063
ORM1,chr9,2.5268999174081874,2.6390573296152584,2,3,83359,1,,3454,1,0,71380,,5,0,5,0,,,0,0.0,4.000127284982142,1.9656371432392805,3.041855791730518
ORM2,chr9,3.434507225332853,3.610917912644224,2,2,16943,1,,3466,0,0,64605,,6,0,6,0,,,0,0.0,1.9266486895871207,0.9376568421759007,1.2515005243289177
ORMDL1,chr2,2.302585092994046,2.302585092994046,1,1,2392,1,164444184.0,18370,1,1,0,0.98,13,3,8,0,,,0,0.0,2.3083583953658877,4.377495132910908,3.768924469477118
ORMDL3,chr17,3.499931767540462,7.129297548929373,4,5,8298,1,73314.0,8291,1,1,0,0.8,21,4,17,0,0.0,158.0,0,0.0,2.8757430560671553,3.642432292967948,3.6544251634993326
OS9,chr12,3.535837661298748,6.100318952020064,16,62,2086,0,64258.0,34501,1,2,0,0.88,69,3,41,6,0.0,89.0,0,0.0,5.2135162723554505,5.122182631840603,5.054582001612022
OSBP,chr11,3.534080029540837,5.966146739123692,6,22,32315,1,1846576.0,41383,0,1,0,0.96,36,1,30,0,0.0,95.0,0,0.0,2.1054576682829134,3.339233321531935,3.3803715777659447
OSBP2,chr22,3.4228587754551416,5.934894195619588,14,91,12159,1,1102395.0,214042,0,4,0,0.9075,255,7,202,16,0.0,223.0,0,0.0,2.40256616535736,1.5761458301666158,1.7594871069437081
OSBPL11,chr3,2.343895022704814,2.995732273553991,5,6,623,0,,66734,0,1,0,0.85,35,2,27,2,,,0,0.0,2.587004348242368,2.8579059566465874,2.7728845118230625
OSBPL1A,chr18,3.3797276269597534,4.584967478670572,5,5,15376,1,20297669.0,235835,1,2,0,0.96,198,2,162,11,0.0,81.0,0,0.0,0.9496017091951271,1.7743657382101155,1.1597689414799717
OSBPL2,chr20,3.4343161400723385,6.495265555937008,16,128,18016,1,1287438.0,64291,0,2,0,1.035,120,3,99,4,0.0,112.0,0,0.0,3.0588572961730547,3.214739281155798,2.9812461883685857
OSBPL3,chr7,3.4667871537482884,6.025865973825314,15,71,104142,1,,185094,1,2,0,0.875,255,3,245,2,,,0,0.0,1.1393030745808919,2.7898390756463085,2.7315993960120233
OSBPL5,chr11,3.647615167881575,6.55250788703459,5,6,29926,1,2599470.0,79632,0,4,0,0.8075,177,2,162,3,0.0,73.0,0,0.0,2.148648057009983,3.428724996224391,2.6019933640565607
OSBPL6,chr2,3.468273335087059,5.948034989180646,14,33,57216,1,152908337.0,209182,1,1,0,0.87,199,2,154,8,,,0,0.0,0.054110272975116766,0.3448222777926225,0.17547455839733309
OSBPL7,chr17,3.673959509187668,7.126087273299125,11,39,28287,0,1884685.0,14436,1,1,0,0.78,34,1,26,1,0.0,50.0,0,0.0,1.868718967153116,3.40684805317097,2.875105636191815
OSBPL8,chr12,3.0459496294284696,3.912023005428146,7,9,105623,1,5816746.0,208012,1,1,0,0.82,154,2,108,6,0.0,96.0,0,0.0,2.6503575269235604,2.6769516140001786,2.8524679550135628
OSBPL9,chr1,3.721687230406864,5.159055299214529,5,7,128542,1,186334.0,221248,1,2,0,0.8,228,5,195,2,0.0,59.0,0,0.0,3.3030184241806144,3.807000210514027,4.001349256583502
OSCAR,chr19,3.059463561122964,4.948759890378168,5,5,4797,1,39815.0,8024,1,2,0,0.905,14,2,12,0,0.0,84.0,0,0.0,4.816807797116099,3.682795987296075,4.005996273782658
OSCP1,chr1,3.4645085435281886,6.135564891081739,16,105,24750,1,57621.0,34624,1,1,0,0.79,41,3,35,0,0.0,161.0,0,0.0,0.18096063115461308,0.8163245296002806,0.6628422567055514
OSGIN1,chr16,2.833213344056216,2.833213344056216,1,1,6150,1,5039746.0,35022,1,1,0,0.79,77,2,67,1,0.0,63.0,0,0.0,1.2723106613377368,2.4706978478373585,1.7326456153490437
OSMR,chr5,3.7709646244449377,5.4638318050256105,9,15,113295,1,,99744,0,1,0,0.95,76,1,47,6,,,0,0.0,0.12982490708577815,3.2597144592500125,2.244628878642943
OSR1,chr2,3.7706355657941377,5.262690188904886,8,12,187399,0,3233691.0,8001,0,3,0,0.86,25,1,24,0,0.0,196.0,0,0.0,0.045645224025353204,0.12754148891630487,0.0747651133320111
OSR2,chr8,3.3291448384216578,5.517452896464707,12,34,250022,0,,12220,1,3,0,0.8533,35,5,30,0,,,0,0.0,0.04285525404642761,0.11145639795611487,0.5133847065187369
OSTC,chr4,3.49650756146648,3.49650756146648,1,1,45986,0,,17235,1,1,0,0.88,13,2,9,0,,,0,0.0,2.711570663662253,4.322402683894141,4.322287245923014
OSTF1,chr9,3.7456752407204768,5.389071729816501,9,12,388019,0,,60949,0,1,0,1.01,64,1,62,0,,,0,0.0,5.220226086932966,4.877286741898261,4.9376248391082935
OSTM1,chr6,3.5492677357509947,5.697093486505405,9,30,13456,1,,136609,1,7,0,0.83,123,3,91,3,,,0,0.0,2.0600471810314853,2.881392677448805,2.425474476444426
OSTN,chr3,3.590989235147265,5.030437921392435,9,19,98514,0,,66374,0,0,63544,,52,2,39,5,,,0,0.0,0.0,0.07135694153665294,0.030423282839426205
OTC,chrX,3.692343648460944,6.354370040797351,4,7,5190,1,,97034,1,1,0,0.91,54,2,31,4,,,0,0.0,0.0,0.0,0.0
OTOA,chr16,4.11439841661218,4.983606621708336,5,7,5323,0,7738507.0,97967,1,2,0,0.84,63,1,17,18,0.0,100.0,0,0.0,0.04114021588246625,0.6775049766875257,0.302103432943172
OTOF,chr2,3.762905679721444,5.420534999272286,13,33,5,1,1216161.0,101553,0,1,0,0.67,151,3,96,17,,,0,0.0,0.09601175182692882,0.23832768663924972,0.13157533495714596
OTOGL,chr12,3.303871589089836,5.7745515455444085,15,78,70433,0,9391664.0,281343,0,0,164015,,201,1,148,15,0.0,92.0,0,0.0,0.0,0.1089351191433901,0.04589091779433556
OTOL1,chr3,3.4951995585290287,5.384495062789089,12,64,236,0,,7134,0,0,123947,,5,0,4,1,,,0,0.0,0.0,0.0,0.0
OTOP3,chr17,3.020127355638707,3.4011973816621555,2,2,2065,1,1803577.0,14109,0,1,0,0.78,22,1,17,0,0.0,61.0,0,0.0,0.0,0.0,0.012897139859018004
OTOR,chr20,2.19722457733622,2.19722457733622,1,1,238582,0,20357733.0,21704,0,0,17888,,21,1,14,3,0.0,232.0,0,0.0,0.0,0.0,0.0
OTOS,chr2,3.673376799161385,5.468060141135132,14,35,130641,0,214932613.0,5536,0,0,2527,,14,2,7,2,,,0,0.0,0.0,0.0,0.0
OTP,chr5,4.101040767653367,5.840641657373398,11,23,31767,0,,10001,1,2,0,0.855,31,2,25,0,,,0,0.0,0.0,0.0,0.11465934720268794
OTUB1,chr11,3.260465263234707,5.14166355650266,14,93,19256,1,806185.0,15958,1,2,0,0.71,33,3,21,0,0.0,165.0,0,0.0,3.8175936375950386,4.220233912012315,4.144525821861475
OTUD1,chr10,4.278975591944203,4.532599493153256,2,2,32398,0,1882060.0,3302,1,1,0,0.98,9,1,8,0,0.0,137.0,0,0.0,2.1742174878977165,3.219227762930735,2.6539025444983344
OTUD3,chr1,3.7227087783508432,4.672828834461906,2,2,33115,0,1218434.0,30550,1,1,0,1.05,28,1,24,1,0.0,108.0,0,0.0,0.7003064914250059,2.227753782371042,1.956754469619515
OTUD4,chr4,2.954664657919846,3.9318256327243257,3,4,80907,0,,69783,1,1,0,1.08,47,4,39,0,,,0,0.0,1.070720229970844,2.84025905288835,2.5902916651457066
OTUD5,chrX,3.641642506381882,4.969813299576001,10,15,511,0,,36362,1,1,0,1.1,43,3,40,0,,,0,0.0,4.04151851482121,4.437492088487588,4.2267169501267245
OTUD6B,chr8,3.0868930519509683,3.1780538303479458,2,2,3276,0,,16899,0,1,0,0.81,18,3,12,1,,,0,0.0,0.6936420580878595,1.985314911204605,2.373053808221001
OTUD7A,chr15,3.4071005776642025,7.504391559161238,12,34,152840,1,8443074.0,395391,1,2,0,1.135,256,1,194,15,0.0,81.0,0,0.0,0.10092348658700323,0.6130482213043182,0.5237442182301253
OTUD7B,chr1,3.563356944325621,5.365976015021851,12,35,26540,0,839473.0,72946,0,1,0,0.83,71,1,68,0,0.0,227.0,0,0.0,0.41056408619598717,1.7337754205277809,1.5955822309500534
OTULIN,chr5,3.2707466865463206,4.442651256490317,10,18,25939,1,,51865,1,1,0,0.99,77,2,73,0,,,0,0.0,1.6847587202338106,2.236791384438234,2.5200134100930924
OTULINL,chr5,3.3210457760624603,5.602118820879701,9,25,9767,0,,34388,1,1,0,0.89,40,1,38,0,,,0,0.0,0.0,,0.0
OTX1,chr2,3.410441759312198,6.815639990074331,16,66,91980,1,37799447.0,7779,1,4,0,0.88,24,4,20,0,,,0,0.0,0.8624003838497734,0.16070117838881443,0.47902262720309363
OTX2,chr14,3.4325429171314137,5.41610040220442,6,23,141768,0,3983334.0,16788,0,3,0,0.8633,39,4,35,0,0.0,601.0,0,0.0,0.0,0.0,0.0
OVCA2,chr17,3.457616300185475,5.123963979403259,8,27,3690,1,3243927.0,1403,1,1,0,0.93,4,1,3,0,0.0,15.0,0,0.0,0.0,,0.0
OVCH1,chr12,3.6518522782478056,5.948034989180646,15,66,13941,1,4232809.0,85212,0,0,22569,,46,0,25,7,0.0,32.0,0,0.0,0.0230788233277884,0.6904495452113915,0.2942872104205826
OVGP1,chr1,3.443614241472826,4.691347882229144,9,21,38034,0,3327070.0,13416,0,0,20947,,16,1,13,0,0.0,86.0,0,0.0,0.8850312042186774,2.1279602404344375,1.5189397363468977
OVOL1,chr11,3.169097006285363,3.49650756146648,5,5,12180,0,987600.0,10505,0,1,0,1.04,29,6,23,0,0.0,289.0,0,0.0,0.042012485604452955,0.10815640351824407,0.1316904699991345
OVOL3,chr19,3.617635816827628,5.0238805208462765,8,18,3936,0,2804646.0,2595,1,1,0,0.77,7,1,6,0,0.0,9.0,0,0.0,0.0,0.27728622236965783,0.15008614507153867
OXA1L,chr14,3.98915244798608,6.124683390894205,13,31,35571,0,2397637.0,6520,1,1,0,0.74,13,1,8,0,0.0,62.0,0,0.0,3.9860519744612035,4.633845102572141,4.695577152543831
OXCT1,chr5,3.459598454392635,5.765191102784844,14,48,59057,1,,140525,0,1,0,0.78,119,8,82,5,,,0,0.0,1.1245626465505236,2.586816217769568,3.3523311979366435
OXCT2,chr1,3.446585668021702,6.689599269178967,14,54,34103,1,3253923.0,1825,1,1,0,0.84,3,1,0,0,0.0,21.0,0,0.0,0.07875286079397349,0.48524932083629946,0.5723208124114875
OXER1,chr2,2.772588722239781,2.772588722239781,1,1,3605,1,17425150.0,1636,0,0,28390,,5,1,4,0,,,0,0.0,2.9414503070053764,2.2008900734119905,2.532544827924921
OXGR1,chr13,3.820588306659678,6.118097198041348,6,15,396742,1,6247843.0,9017,1,1,0,0.76,9,1,7,0,0.0,79.0,0,0.0,0.0,0.23820239562312143,0.08586143828570639
OXNAD1,chr3,3.645482875563476,6.556778356158042,7,10,108167,1,,85139,0,1,0,0.88,120,3,109,1,,,0,0.0,1.0178937971485424,1.693608090370876,1.6751938172593601
OXR1,chr8,3.546487448906577,6.61472560020376,14,105,116142,1,,482550,0,3,0,0.9233,373,7,231,41,,,0,0.0,1.2954775709029052,2.506154310951031,2.59691352935489
OXSM,chr3,3.316053241307461,4.6443908991413725,10,18,859,1,,13917,0,3,0,0.9967,19,2,15,0,,,0,0.0,1.1286822870874622,2.5968653494740535,2.550904522220949
OXSR1,chr3,3.6216983444794137,4.804021044733257,8,11,48579,1,,90395,1,1,0,1.01,79,1,65,5,,,0,0.0,2.9456435165777806,3.190217057473752,3.523836754350157
OXT,chr20,3.620844112337071,5.056245805348308,4,8,11465,0,34284518.0,897,1,1,0,0.85,3,0,3,0,0.0,694.0,0,0.0,0.20180387135757943,0.3177494831941686,0.21037058991823837
OXTR,chr3,2.6390573296152584,2.6390573296152584,1,1,6251,1,,19247,1,1,0,0.79,33,1,29,0,,,0,0.0,0.0627249087864597,0.4879571214743825,1.760040528176816
P2RX1,chr17,3.4927772990656347,5.58724865840025,13,48,9970,1,1355789.0,19908,0,0,3191,,33,1,30,0,0.0,505.0,0,0.0,4.0046222412147685,3.775201635329376,3.554883763243472
P2RX2,chr12,3.1763146981597834,4.406719247264253,2,2,9074,1,59526.0,3612,1,1,0,0.92,9,1,5,1,0.0,385.0,0,0.0,0.0,1.5690866404399446,0.8230116812629886
P2RX4,chr12,3.3371600025949046,6.48768401848461,16,99,5633,1,237155.0,24047,1,1,0,0.93,45,1,43,0,0.0,475.0,0,0.0,3.0450413506838494,3.5726882757801204,3.342678042182865
P2RX5,chr17,3.739546826106919,6.248042874508429,7,9,1425,0,1584436.0,24199,1,1,0,0.96,46,3,42,0,0.0,428.0,0,0.0,2.63092434638507,4.950828670960991,4.218429182603201
P2RX5-TAX1BP3,chr17,3.964307120669677,5.220355825078324,5,9,4709,1,1590774.0,33131,0,2,0,0.92,66,6,58,0,0.0,341.0,0,0.0,0.0,,0.0
P2RX7,chr12,3.4697822846053805,5.955837369464831,9,13,6245,1,160521.0,55213,1,0,21870,,65,1,58,0,0.0,800.0,0,0.0,1.4137636031094354,2.2359195112661854,1.906663302227217
P2RY1,chr3,3.5506761787398946,5.7745515455444085,12,27,275656,0,,6308,1,1,0,0.9,11,1,9,0,,,0,0.0,0.23828750066485851,1.5597181162907343,1.0693784469545065
P2RY12,chr3,3.36670094591868,4.787491742782046,1,2,9326,1,,47910,1,0,249462,,41,1,40,0,,,0,0.0,0.44235875677155995,1.37538001575401,0.8012437498071355
P2RY2,chr11,3.5596535721181874,6.274762021241939,13,59,7397,1,3582918.0,25763,0,2,0,0.82,55,3,52,0,0.0,432.0,0,0.0,1.5097943571055032,1.8499073008401758,1.3857284510229735
P2RY4,chrX,3.327458670438375,6.523562306149512,11,39,4858,0,,2038,0,0,29590,,1,0,0,0,,,0,0.0,0.0,0.13994018735814306,0.1312592298834095
P2RY6,chr11,3.371011873870668,6.423246963533519,15,68,8497,0,3614858.0,40605,1,1,0,0.74,75,7,60,0,0.0,193.0,0,0.0,0.2437983644165055,3.2267408145913374,2.216947626302729
P2RY8,chrX,3.053139988997138,5.278114659230517,14,61,2145,1,,74615,0,2,0,0.82,140,1,134,1,,,0,0.0,3.147985439955078,3.3357375473570268,3.81503034437903
P2RY8,chrX,3.053139988997138,5.278114659230517,14,61,2145,1,,74615,0,2,0,0.82,140,1,134,1,,,0,0.0,3.147985439955078,3.3357375473570268,3.81503034437903
P3H1,chr1,3.219820848526148,4.663439094112067,7,14,12341,1,583065.0,20749,0,1,0,0.85,34,1,33,0,0.0,233.0,0,0.0,2.309165395238743,3.745266876371799,3.2691648017643984
P3H2,chr3,2.8652841956269897,3.8501476017100575,5,5,230054,1,,165709,0,1,0,1.0,177,3,158,3,,,0,0.0,0.06052551102276944,4.410317643313368,3.376927283327841
P3H3,chr12,2.833213344056216,2.833213344056216,1,1,149,1,213250.0,11473,0,1,0,0.95,26,1,25,0,0.0,107.0,0,0.0,0.43111596062696594,2.314102512154364,1.4701721669329086
P3R3URF,chr1,3.0435562950833366,3.8918202981106265,7,8,293,0,835888.0,1002,1,0,8226,,2,0,2,0,0.0,5.0,0,0.0,0.0,,0.0
P4HA1,chr10,2.814593976862521,4.6443908991413725,6,8,63548,1,4473125.0,91172,0,1,0,0.83,74,1,63,1,0.0,165.0,0,0.0,2.878777020191289,3.140360616639819,4.183609740085982
P4HA2,chr5,3.713274536198652,3.871201010907891,2,2,26850,1,,105221,0,4,0,0.7875,168,4,146,3,,,0,0.0,0.22796152621083704,1.7649328312243355,1.4237143353258095
P4HA3,chr11,3.5527319599227534,5.726847747587197,10,35,20570,1,4691112.0,75884,0,1,0,1.02,63,1,49,4,0.0,191.0,0,0.0,0.023845326915951447,0.1849904920156638,0.12429921104875495
P4HTM,chr3,3.491359444961845,7.526717561352706,15,240,23121,1,,17264,1,2,0,0.895,30,4,25,0,,,0,0.0,1.5790302500126747,2.9218381246922855,2.499002665829939
PAAF1,chr11,3.489503651184291,6.705639094860003,14,77,30922,1,4204634.0,54415,1,1,0,1.03,25,1,17,3,0.0,30.0,0,0.0,0.8500953722707875,2.05539600094331,2.0920944878031515
PABIR1,chr9,2.8479118689696925,4.330733340286331,9,21,34288,1,,5501,1,1,0,0.95,9,1,8,0,,,0,0.0,0.0,,0.0
PABPC1,chr8,3.320494894963588,5.236441962829949,8,20,79332,0,,36993,0,1,0,1.12,64,5,58,1,,,0,0.0,5.67364280374311,5.890107119502193,6.354205969367355
PABPC1L2A,chrX,3.0307284594640085,3.49650756146648,2,2,35101,0,,2236,1,1,0,0.88,0,0,0,0,,,0,0.0,0.0,0.024178041196827163,0.00812447357064861
PABPC3,chr13,3.2588194426540924,5.3981627015177525,11,20,26554,0,3031010.0,3118,1,1,0,0.92,3,2,0,0,0.0,36.0,0,0.0,0.18885019875665496,0.1746816132726883,0.31018521673402927
PABPC4,chr1,3.631132528054939,5.087596335232384,6,10,2625,1,3090921.0,16159,0,1,0,1.32,30,5,25,0,0.0,116.0,0,0.0,3.313018050151832,4.450774642850926,4.70052339516967
PABPC4L,chr4,3.551028640164591,5.996452088619021,15,132,310203,0,,5552,0,0,742340,,11,1,10,0,,,0,0.0,0.0,0.10148200394583526,0.034984187636041934
PABPC5,chrX,2.2674649211081035,2.70805020110221,3,3,49538,0,,3989,0,1,0,1.02,5,2,3,0,,,0,0.0,0.0,0.703151965376014,0.29269697677253453
PABPN1,chr14,3.044522437723423,3.044522437723423,1,1,45,1,2988098.0,4706,0,1,0,1.05,10,3,7,0,0.0,277.0,0,0.0,4.124217231059976,5.31342762935239,5.006840101454693
PABPN1L,chr16,3.608672663308143,7.309212365692763,15,141,803,0,109744.0,3327,1,0,3987,,8,0,6,0,0.0,55.0,0,0.0,0.1381998533839664,0.6167687096967979,0.3055067154143313
PACC1,chr1,2.3978952727983707,2.3978952727983707,1,1,36356,1,6744033.0,50983,0,1,0,0.88,35,1,25,1,0.0,133.0,0,0.0,0.0,,0.0
PACRG,chr6,3.452662646789733,5.863631175598097,9,28,479876,1,,588368,1,3,0,0.74,415,9,307,22,,,0,0.0,0.01628645279360963,0.18293803339986447,0.0698866319640392
PACRGL,chr4,3.336500526657386,5.62040086571715,12,46,92955,1,,56625,1,1,0,0.94,24,2,14,2,,,0,0.0,0.34367338883169873,1.7635417340206714,1.4735187570860337
PACS1,chr11,3.411775166105404,5.831882477283517,14,82,48229,1,1307207.0,174472,1,1,0,0.93,224,2,208,1,0.0,198.0,0,0.0,4.06600338504086,3.8593835422038767,4.043479830959014
PACS2,chr14,2.772065288200919,4.127134385045092,8,11,1952,0,498677.0,97584,1,10,0,0.818,204,9,172,4,0.0,129.0,0,0.0,1.826217255065717,3.709542005686878,2.8959430611760393
PACSIN1,chr6,3.614919389075625,4.0943445622221,2,2,19472,0,,69168,1,3,0,0.8633,108,2,81,2,,,0,0.0,0.2327682846117908,0.9885109232905442,0.5620410351207366
PACSIN2,chr22,3.428655180271502,5.602118820879701,14,110,67726,1,1855643.0,179773,0,3,0,0.9367,297,4,280,0,0.0,184.0,0,0.0,4.185194811304332,3.931715822773865,4.114033893340162
PACSIN3,chr11,2.772588722239781,2.772588722239781,1,1,7138,0,19832.0,9967,1,1,0,0.93,26,3,23,0,0.0,57.0,0,0.0,0.1515581793429116,1.640893942925631,1.1079151051986462
PADI1,chr1,3.5072498158603835,4.700480365792417,4,5,28384,0,1340649.0,40879,1,0,55548,,71,2,63,0,0.0,352.0,0,0.0,0.011103428157103074,0.23337423890335915,0.10251341651474317
PADI2,chr1,3.07697566852819,4.7535901911063645,3,3,169,1,1283195.0,52698,0,1,0,0.9,78,1,74,0,0.0,248.0,0,0.0,4.4812665828140545,2.9362264007044945,3.604734057186276
PADI3,chr1,3.095941279711219,4.0943445622221,7,11,764,1,1380984.0,35135,1,0,99518,,41,1,27,4,0.0,148.0,0,0.0,0.0,0.0,0.01904240375895689
PADI4,chr1,3.637850840243052,4.736198448394496,5,6,19524,1,1303127.0,55809,1,0,43935,,58,1,47,3,0.0,606.0,0,0.0,5.283335699724867,3.599143459631914,4.360372070350425
PADI6,chr1,3.386202134815502,6.553933404025811,15,65,11470,1,1270120.0,29503,0,0,6240,,23,0,10,5,0.0,86.0,0,0.0,0.15709348837269332,0.04626937058968409,0.06998040593647828
PAEP,chr9,3.471213968666124,5.71042701737487,9,24,3066,0,,5199,1,0,12543,,11,0,7,0,,,0,0.0,0.0,0.0,0.0
PAF1,chr19,3.578315686281528,5.267858159063328,10,24,17200,1,911582.0,5525,1,1,0,0.86,15,2,12,0,0.0,116.0,0,0.0,3.848863799264832,4.333032012104256,4.144630960971445
PAFAH1B1,chr17,3.415737335130947,6.302618975744905,15,97,28409,1,2660667.0,92433,0,1,0,1.07,85,5,67,2,0.0,497.0,0,0.0,3.2968141660687884,3.9098566605967253,3.8279853842586675
PAFAH1B2,chr11,3.553613091733514,6.6293632534374485,11,28,5753,0,5753.0,32610,0,1,0,0.88,34,1,31,1,1.0,250.0,1,0.0,2.6038741688520437,3.0941467210389177,2.9840408612310734
PAFAH1B3,chr19,4.219507705176107,4.219507705176107,1,1,3052,1,38061.0,6523,1,1,0,0.82,11,4,5,0,0.0,83.0,0,0.0,2.238138300982563,2.909460622899361,2.890946777725755
PAFAH2,chr1,3.35225503827536,5.111987788356544,12,49,45850,0,739880.0,39439,0,1,0,1.09,46,1,45,0,0.0,41.0,0,0.0,1.7392742366942069,2.5049216728272605,2.2305991753814056
PAG1,chr8,3.559031215743482,5.934894195619588,11,15,32916,1,,144306,0,1,0,0.97,188,2,185,0,,,0,0.0,2.8959229879344894,2.8007144592987987,2.832750491858623
PAGE1,chrX,3.704911975362658,4.634728988229636,6,13,246,1,,8537,0,0,87900,,4,0,1,1,,,0,0.0,0.0,0.0,0.0
PAGE2,chrX,3.6375861597263857,3.6375861597263857,1,1,18126,0,,3824,1,0,68046,,2,1,0,0,,,0,0.0,0.10455909460574662,0.10978222547451019,0.07271004312513273
PAGE3,chrX,3.4657359027997265,3.4657359027997265,1,1,85796,0,,6501,1,0,96841,,2,0,0,0,,,0,0.0,0.0,0.0,0.0
PAGE4,chrX,3.6441289506757424,5.652489180268651,7,17,44773,0,,40611,0,0,45039,,15,1,7,2,,,0,0.0,0.0,0.03806023236353932,0.012848371697680893
PAGR1,chr16,4.037392334039665,4.859812404361672,6,11,1564,1,1365546.0,6337,1,1,0,0.83,18,5,13,0,0.0,347.0,0,0.0,2.870186057236752,3.6557982555118125,3.559097215097863
PAH,chr12,1.637770083760851,1.9459101490553128,4,4,196490,0,8250100.0,121521,0,4,0,0.8175,84,3,51,3,0.0,323.0,0,0.0,0.014746730507795429,0.03777909760166602,0.043363849268569364
PAICS,chr4,3.367295829986474,3.367295829986474,1,1,4311,1,,29520,0,1,0,0.87,30,3,22,0,,,0,0.0,1.383655883396847,2.6907683938676827,3.9854250046320736
