patient_id,nearest_gene_name,chrom,last_tp_abundance,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc
T2,MEIS2,chr15,26.0,3.295836866004329,228649,3288365.0,212103,0,2,0,1.26,269,7,243,4,0.0,203.0,0,11
T2,INAFM2,chr15,13.0,2.6390573296152584,7168,155501.0,3023,1,1,0,1.01,8,1,7,0,0.0,12.0,0,11
T2,KNL1,chr15,69.0,4.248495242049359,11699,11699.0,70322,1,1,0,0.94,35,2,26,2,2.0,244.0,1,11
T2,HAUS2,chr15,51.0,3.9512437185814275,3774,1958582.0,21166,0,1,0,0.92,14,1,10,0,0.0,25.0,0,11
T2,CKMT1A,chr15,30.0,3.4339872044851463,11044,1029411.0,9615,0,1,0,0.7,1,0,1,0,0.0,83.0,0,11
T2,SERF2,chr15,7.0,2.0794415416798357,15176,949342.0,27340,0,3,0,0.8033,40,9,29,0,0.0,37.0,0,11
T2,SLC30A4,chr15,61.0,4.127134385045092,45222,766354.0,43223,1,1,0,0.97,21,3,15,0,0.0,114.0,0,11
T2,TMOD3,chr15,31.0,3.4657359027997265,29841,1375415.0,117667,0,1,0,0.96,111,3,95,4,0.0,137.0,0,11
T2,PYGO1,chr15,45.0,3.828641396489095,36564,5128011.0,50063,1,1,0,1.08,30,3,15,6,0.0,51.0,0,11
T2,PRTG,chr15,20.0,3.044522437723423,73312,5245468.0,131608,0,1,0,1.06,101,2,92,3,0.0,98.0,0,11
T2,MYZAP,chr15,10.0,2.3978952727983707,106882,7060646.0,93464,1,1,0,1.24,107,2,105,0,0.0,90.0,0,11
T2,AQP9,chr15,62.0,4.143134726391533,137608,7576189.0,47745,1,0,71591,,58,1,46,4,0.0,349.0,0,11
T2,RNF111,chr15,51.0,3.9512437185814275,40167,7561817.0,232244,0,3,0,0.94,177,4,135,11,0.0,89.0,0,11
T2,SPG21,chr15,12.0,2.5649493574615367,38439,1434952.0,27290,1,1,0,0.92,28,2,24,1,0.0,109.0,0,11
T2,PKM,chr15,49.0,3.912023005428146,14940,5153116.0,32793,0,1,0,0.87,71,4,67,0,0.0,642.0,0,11
T2,CELF6,chr15,52.0,3.970291913552122,2927,5259612.0,35721,1,2,0,0.93,36,4,19,6,0.0,26.0,0,11
T2,CSK,chr15,34.0,3.5553480614894135,15493,7702799.0,21143,1,2,0,0.95,52,3,49,0,0.0,258.0,0,11
T2,ULK3,chr15,27.0,3.332204510175204,3543,7776040.0,7230,0,1,0,0.92,13,2,10,0,0.0,114.0,0,11
T2,SKIC8,chr15,29.0,3.4011973816621555,15520,9972810.0,25188,0,0,9315,,23,1,19,2,0.0,42.0,0,11
T2,AP3B2,chr15,18.0,2.9444389791664403,26353,5573234.0,50831,1,2,0,0.855,39,2,33,0,0.0,227.0,0,11
T2,ABHD2,chr15,14.0,2.70805020110221,71920,228315.0,114896,1,1,0,0.77,192,3,186,0,0.0,190.0,0,11
T2,RLBP1,chr15,13.0,2.6390573296152584,48358,69635.0,12708,1,0,21190,,14,0,8,2,0.0,186.0,0,11
T2,PLIN1,chr15,22.0,3.1354942159291497,2460,433136.0,15085,0,1,0,1.0,26,1,21,0,0.0,274.0,0,11
T2,AP3S2,chr15,7.0,2.0794415416798357,38398,612386.0,64039,0,1,0,0.89,76,3,69,0,0.0,28.0,0,11
T2,IQGAP1,chr15,53.0,3.9889840465642745,11603,340736.0,114032,1,1,0,0.92,141,1,135,0,0.0,316.0,0,11
T2,NPRL3,chr16,8.0,2.1972245773362196,21093,235107.0,55511,0,1,0,0.74,95,1,79,3,0.0,227.0,0,11
T2,HBA2,chr16,58.0,4.07753744390572,9138,188992.0,834,0,1,0,0.93,2,0,2,0,0.0,403.0,0,11
T2,PERCC1,chr16,14.0,2.70805020110221,4717,620984.0,3363,0,1,0,0.72,8,1,7,0,0.0,33.0,0,11
T2,ZNF598,chr16,9.0,2.302585092994046,8967,46491.0,12167,1,4,0,0.795,29,2,27,0,0.0,49.0,0,11
T2,CEMP1,chr16,22.0,3.1354942159291497,4650,371075.0,1382,1,0,308,,4,0,4,0,0.0,24.0,0,11
T2,SRRM2,chr16,13.0,2.6390573296152584,12665,584269.0,19912,0,4,0,0.92,49,3,46,0,0.0,600.0,0,11
T2,IL32,chr16,41.0,3.7376696182833684,7886,824298.0,17891,1,0,4697,,37,4,33,0,0.0,438.0,0,11
T2,NAA60,chr16,46.0,3.8501476017100584,64,437128.0,43305,0,2,0,0.755,69,4,65,0,0.0,38.0,0,11
T2,PPL,chr16,7.0,2.0794415416798357,2341,1082369.0,78234,0,4,0,0.7575,131,2,105,3,0.0,197.0,0,11
T2,EMP2,chr16,57.0,4.060443010546419,122369,274983.0,52267,0,1,0,0.81,67,3,54,1,0.0,148.0,0,11
T2,DEXI,chr16,99.0,4.605170185988092,23656,52590.0,13577,0,1,0,0.89,31,3,27,0,0.0,44.0,0,11
T2,CLEC16A,chr16,11.0,2.4849066497880004,1654,79971.0,237647,0,3,0,0.92,399,2,380,2,0.0,139.0,0,11
T2,GSPT1,chr16,23.0,3.1780538303479458,29849,629677.0,47954,1,1,0,1.05,55,2,47,0,0.0,140.0,0,11
T2,NPIPB2,chr16,63.0,4.1588830833596715,5156,714931.0,49384,1,1,0,1.0,53,3,34,1,0.0,18.0,0,11
T2,SHISA9,chr16,13.0,2.6390573296152584,24631,1043171.0,338818,0,1,0,0.86,249,2,136,35,0.0,83.0,0,11
T2,NTAN1,chr16,25.0,3.258096538021482,27720,1108221.0,18225,1,1,0,0.97,28,1,23,0,0.0,140.0,0,11
T2,NPIPA6,chr16,29.0,3.4011973816621555,37753,2359553.0,33164,0,4,0,0.6225,5,0,0,1,0.0,1.0,0,11
T2,COQ7,chr16,63.0,4.1588830833596715,3748,5143728.0,12481,0,1,0,1.04,14,2,11,0,0.0,69.0,0,11
T2,THUMPD1,chr16,10.0,2.3978952727983707,6938,6815008.0,39268,1,1,0,0.94,27,1,21,2,0.0,61.0,0,11
T2,MOSMO,chr16,50.0,3.9318256327243257,14036,8101536.0,79896,1,1,0,0.93,86,2,72,3,0.0,94.0,0,11
T2,VWA3A,chr16,63.0,4.1588830833596715,41737,8130653.0,64436,1,0,5393,,37,1,11,7,0.0,27.0,0,11
T2,EEF2K,chr16,20.0,3.044522437723423,8853,8277281.0,82466,1,1,0,0.81,82,1,72,2,0.0,223.0,0,11
T2,GGA2,chr16,27.0,3.332204510175204,33368,7691507.0,59782,0,1,0,1.16,78,3,70,0,0.0,49.0,0,11
T2,AQP8,chr16,64.0,4.174387269895637,49935,6014338.0,13201,1,0,28533,,17,1,13,1,0.0,218.0,0,11
T2,KATNIP,chr16,88.0,4.48863636973214,13755,3616246.0,230238,1,1,0,0.87,272,3,236,8,0.0,115.0,0,11
T2,CLN3,chr16,25.0,3.258096538021482,527,2684032.0,21464,0,1,0,0.75,32,6,24,0,0.0,345.0,0,11
T2,QPRT,chr16,18.0,2.9444389791664403,64,1516919.0,35425,0,2,0,0.655,56,2,44,5,0.0,110.0,0,11
T2,TMEM219,chr16,18.0,2.9444389791664403,7038,1246287.0,32167,1,1,0,0.95,35,3,22,2,0.0,80.0,0,11
T2,YPEL3,chr16,75.0,4.330733340286331,1983,1085202.0,4601,0,2,0,0.845,12,4,7,0,0.0,60.0,0,11
T2,ZNF688,chr16,12.0,2.5649493574615367,7095,614495.0,3453,1,2,0,0.795,10,4,6,0,0.0,13.0,0,11
T2,ZNF689,chr16,9.0,2.302585092994046,6318,562440.0,21454,1,2,0,0.855,30,2,26,0,0.0,62.0,0,11
T2,PHKG2,chr16,41.0,3.7376696182833684,3730,435571.0,12883,1,1,0,0.82,21,1,17,0,0.0,138.0,0,11
T2,CFAP119,chr16,13.0,2.6390573296152584,1182,416731.0,4798,0,1,0,0.88,11,2,9,0,0.0,201.0,0,11
T2,HSD3B7,chr16,11.0,2.4849066497880004,13257,208248.0,4011,0,0,4335,,7,1,6,0,0.0,104.0,0,11
T2,VKORC1,chr16,25.0,3.258096538021482,4369,79785.0,5138,1,1,0,0.92,12,4,8,0,0.0,278.0,0,11
T2,TGFB1I1,chr16,31.0,3.4657359027997265,3065,294516.0,7142,0,1,0,0.86,18,3,15,0,0.0,163.0,0,11
T2,TP53TG3F,chr16,46.0,3.8501476017100584,49178,2230300.0,2637,0,1,0,0.8,0,0,0,0,0.0,0.0,0,11
T2,MYLK3,chr16,23.0,3.1780538303479458,3356,3948269.0,88125,1,1,0,0.67,103,5,90,1,0.0,359.0,0,11
T2,MT4,chr16,43.0,3.784189633918261,28362,5794679.0,3884,1,0,20199,,2,0,0,0,0.0,56.0,0,11
T2,DOK4,chr16,10.0,2.3978952727983707,9101,6736249.0,15465,0,0,8791,,41,2,37,0,0.0,36.0,0,11
T2,ADGRG3,chr16,12.0,2.5649493574615367,28765,6897480.0,21101,0,0,36701,,38,1,32,1,0.0,295.0,0,11
T2,CMTM3,chr16,10.0,2.3978952727983707,11818,436928.0,10018,1,1,0,0.88,21,7,14,0,0.0,116.0,0,11
T2,DYNC1LI2,chr16,25.0,3.258096538021482,27272,304420.0,30943,0,1,0,1.03,36,2,33,0,0.0,160.0,0,11
T2,TMEM208,chr16,18.0,2.9444389791664403,2758,200877.0,2175,0,1,0,0.79,6,1,5,0,0.0,27.0,0,11
T2,FHOD1,chr16,37.0,3.6375861597263857,642,219197.0,18152,0,2,0,0.76,44,1,39,0,0.0,173.0,0,11
T2,PLEKHG4,chr16,74.0,4.31748811353631,11993,236533.0,11989,1,1,0,1.06,29,4,11,5,0.0,55.0,0,11
T2,ACD,chr16,19.0,2.995732273553991,7849,91130.0,3298,0,1,0,0.85,11,2,9,0,0.0,166.0,0,11
T2,TSNAXIP1,chr16,7.0,2.0794415416798357,66,245000.0,25383,0,1,0,0.75,24,2,14,0,0.0,88.0,0,11
T2,EDC4,chr16,14.0,2.70805020110221,10986,300232.0,11467,0,1,0,0.99,23,2,21,0,0.0,63.0,0,11
T2,PSKH1,chr16,10.0,2.3978952727983707,213,331210.0,36422,0,2,0,0.905,50,2,47,1,0.0,99.0,0,11
T2,DUS2,chr16,11.0,2.4849066497880004,2704,423211.0,91598,0,2,0,0.915,118,5,106,0,0.0,28.0,0,11
T2,ST3GAL2,chr16,21.0,3.091042453358316,42939,1659032.0,63286,1,2,0,0.8,122,2,113,0,0.0,123.0,0,11
T2,FCSK,chr16,7.0,2.0794415416798357,6624,1710482.0,25876,1,2,0,0.82,52,2,45,1,0.0,61.0,0,11
T2,TMEM170A,chr16,14.0,2.70805020110221,6990,1580616.0,22443,1,1,0,0.86,30,2,23,0,0.0,50.0,0,11
T2,CHST6,chr16,25.0,3.258096538021482,12431,1591156.0,23406,0,2,0,0.81,34,1,29,0,0.0,151.0,0,11
T2,ADAMTS18,chr16,9.0,2.302585092994046,43040,3500123.0,187221,0,1,0,0.94,141,1,119,4,0.0,206.0,0,11
T2,WWOX,chr16,63.0,4.1588830833596715,51107,4258636.0,1113267,1,1,0,0.89,1173,8,842,69,0.0,639.0,0,11
T2,ATMIN,chr16,28.0,3.367295829986474,2,7143969.0,11508,1,1,0,1.14,14,2,10,1,0.0,74.0,0,11
T2,PLCG2,chr16,41.0,3.7376696182833684,109288,7348247.0,224437,1,1,0,0.96,285,4,242,6,0.0,581.0,0,11
T2,MBTPS1,chr16,34.0,3.5553480614894135,7130,4867395.0,63181,1,1,0,1.02,98,2,88,1,0.0,593.0,0,11
T2,TAF1C,chr16,39.0,3.6888794541139363,19574,4809711.0,9224,1,2,0,0.85,26,1,25,0,0.0,87.0,0,11
T2,CIBAR2,chr16,93.0,4.543294782270004,40260,3904995.0,14114,1,0,11752,,24,1,16,2,0.0,33.0,0,11
T2,GINS2,chr16,9.0,2.302585092994046,234019,3521153.0,13875,1,1,0,1.05,26,1,24,0,0.0,156.0,0,11
T2,EMC8,chr16,23.0,3.1780538303479458,4378,3173204.0,27867,1,1,0,0.85,35,2,29,0,0.0,44.0,0,11
T2,RNF166,chr16,78.0,4.3694478524670215,8173,278956.0,9929,0,3,0,0.8,23,4,19,0,0.0,73.0,0,11
T2,CHMP1A,chr16,23.0,3.1780538303479458,18880,661651.0,16922,1,2,0,1.025,32,2,27,0,0.0,92.0,0,11
T2,MC1R,chr16,33.0,3.5263605246161616,12880,922032.0,8858,0,1,0,0.78,22,4,17,0,0.0,425.0,0,11
T2,CRK,chr17,74.0,4.31748811353631,30349,3849446.0,42473,0,1,0,0.86,50,2,47,0,0.0,1040.0,0,11
T2,INPP5K,chr17,26.0,3.295836866004329,10263,3775780.0,22167,0,2,0,0.77,42,2,38,0,0.0,172.0,0,11
T2,TSR1,chr17,54.0,4.007333185232471,14113,2959715.0,14265,1,1,0,0.96,10,1,8,0,0.0,40.0,0,11
T2,EMC6,chr17,38.0,3.6635616461296463,3408,1610039.0,856,0,1,0,0.88,4,2,2,0,0.0,93.0,0,11
T2,INCA1,chr17,9.0,2.302585092994046,10582,272560.0,10987,1,1,0,0.86,15,4,9,1,0.0,65.0,0,11
T2,PIMREG,chr17,32.0,3.4965075614664802,1957,1163505.0,7662,1,1,0,1.08,8,1,7,0,0.0,253.0,0,11
T2,C17orf100,chr17,10.0,2.3978952727983707,4391,1031393.0,41440,0,3,0,0.8067,61,4,42,0,0.0,22.0,0,11
T2,DLG4,chr17,70.0,4.2626798770413155,983,466727.0,32649,0,3,0,0.7433,62,8,54,0,0.0,332.0,0,11
T2,CTDNEP1,chr17,10.0,2.3978952727983707,732,435437.0,9252,0,1,0,0.72,17,4,13,0,0.0,44.0,0,11
T2,SLC2A4,chr17,10.0,2.3978952727983707,8641,414520.0,7574,1,1,0,0.71,16,4,12,0,0.0,445.0,0,11
T2,EIF5A,chr17,14.0,2.70805020110221,5277,385879.0,5522,0,1,0,1.06,13,4,9,0,0.0,191.0,0,11
T2,FGF11,chr17,35.0,3.58351893845611,921,248360.0,6672,0,1,0,0.7,17,6,10,0,0.0,77.0,0,11
T2,TNFSF12,chr17,24.0,3.2188758248682006,31824,170862.0,9382,1,1,0,0.85,20,1,19,0,0.0,493.0,0,11
T2,SOX15,chr17,80.0,4.394449154672439,3182,100634.0,1916,0,1,0,0.77,7,1,6,0,0.0,67.0,0,11
T2,ATP1B2,chr17,13.0,2.6390573296152584,8324,49243.0,11143,1,1,0,0.8,22,1,19,0,0.0,223.0,0,11
T2,TP53,chr17,21.0,3.091042453358316,476,476.0,25767,1,1,0,1.08,23,3,15,2,9.0,3287.0,1,11
T2,ALOX15B,chr17,89.0,4.499809670330265,8751,126246.0,10123,0,0,14791,,10,1,9,0,0.0,194.0,0,11
T2,AURKB,chr17,8.0,2.1972245773362196,440,53688.0,6299,0,1,0,0.77,16,3,11,0,0.0,426.0,0,11
T2,ELAC2,chr17,12.0,2.5649493574615367,110384,886853.0,26797,1,1,0,1.1,22,2,16,1,0.0,132.0,0,11
T2,ZSWIM7,chr17,41.0,3.7376696182833684,23004,241472.0,23157,0,1,0,1.0,32,2,26,0,0.0,233.0,0,11
T2,ZNF624,chr17,9.0,2.302585092994046,39869,395802.0,33122,1,1,0,0.79,15,1,6,1,0.0,13.0,0,11
T2,TOM1L2,chr17,29.0,3.4011973816621555,57491,1696793.0,128962,0,1,0,0.75,204,1,200,0,0.0,257.0,0,11
T2,MYO15A,chr17,35.0,3.58351893845611,8939,1881632.0,71046,0,1,0,0.88,115,2,82,3,0.0,242.0,0,11
T2,EVPLL,chr17,29.0,3.4011973816621555,643,2158846.0,11978,1,1,0,0.69,16,0,13,0,0.0,6.0,0,11
T2,FOXO3B,chr17,19.0,2.995732273553991,14434,2449695.0,14685,0,4,0,0.885,7,2,0,0,0.0,261.0,0,11
T2,SLC46A1,chr17,12.0,2.5649493574615367,27718,2660012.0,12555,1,2,0,0.79,28,3,24,0,0.0,160.0,0,11
T2,SPAG5,chr17,7.0,2.0794415416798357,7779,2503681.0,21460,1,1,0,0.8,21,1,13,1,0.0,123.0,0,11
T2,RSKR,chr17,15.0,2.772588722239781,1543,2479187.0,158445,0,3,0,0.8433,243,13,195,5,0.0,29.0,0,11
T2,TP53I13,chr17,18.0,2.9444389791664403,87569,1616444.0,7112,0,2,0,0.825,22,4,18,0,0.0,37.0,0,11
T2,ANKRD13B,chr17,17.0,2.8903717578961645,11333,1516491.0,24992,0,3,0,0.9267,43,5,36,1,0.0,23.0,0,11
T2,CCL2,chr17,35.0,3.58351893845611,21048,887296.0,1934,0,0,214887,,5,0,5,0,0.0,1982.0,0,11
T2,CCL16,chr17,74.0,4.31748811353631,18771,841244.0,5343,1,0,45350,,9,1,7,0,0.0,107.0,0,11
T2,TBC1D3C,chr17,41.0,3.7376696182833684,29055,1421858.0,10941,0,1,0,0.61,0,0,0,0,0.0,7.0,0,11
T2,TBC1D3,chr17,72.0,4.290459441148391,29534,1296954.0,12358,1,1,0,0.62,0,0,0,0,0.0,35.0,0,11
T2,GPR179,chr17,12.0,2.5649493574615367,23110,1140591.0,19385,0,0,7783,,30,1,28,0,0.0,36.0,0,11
T2,FBXO47,chr17,8.0,2.1972245773362196,18260,475774.0,30971,0,0,17588,,22,1,9,3,0.0,165.0,0,11
T2,CDK12,chr17,30.0,3.4339872044851463,9394,9394.0,106122,0,1,0,0.99,87,2,72,3,2.0,445.0,1,11
T2,KRTAP4-11,chr17,75.0,4.330733340286331,5876,463843.0,1192,1,0,253332,,2,0,2,0,0.0,4.0,0,11
T2,KRTAP9-4,chr17,18.0,2.9444389791664403,5478,595555.0,966,1,0,277003,,1,0,0,0,0.0,2.0,0,11
T2,KRTAP9-6,chr17,10.0,2.3978952727983707,3568,613156.0,482,1,0,261796,,0,0,0,0,0.0,1.0,0,11
T2,KRT14,chr17,13.0,2.6390573296152584,7161,708899.0,4616,0,0,33199,,10,1,9,0,0.0,514.0,0,11
T2,DHX58,chr17,7.0,2.0794415416798357,6923,182823.0,11329,0,1,0,0.66,20,1,16,1,0.0,171.0,0,11
T2,EZH1,chr17,14.0,2.70805020110221,29589,326903.0,44790,1,1,0,0.97,33,1,26,1,0.0,171.0,0,11
T2,CNTD1,chr17,7.0,2.0794415416798357,360,371085.0,12787,0,1,0,0.91,14,1,11,0,0.0,187.0,0,11
T2,VAT1,chr17,9.0,2.302585092994046,9128,154250.0,14431,0,2,0,0.865,32,3,28,0,0.0,204.0,0,11
T2,UBTF,chr17,57.0,4.060443010546419,7933,1043448.0,16593,0,2,0,0.855,43,8,33,0,0.0,168.0,0,11
T2,KANSL1,chr17,12.0,2.5649493574615367,102698,2952446.0,195473,1,2,0,0.9,257,6,226,2,0.0,232.0,0,11
T2,WNT9B,chr17,11.0,2.4849066497880004,6119,2838881.0,53529,0,1,0,0.84,67,1,31,5,0.0,171.0,0,11
T2,EFCAB13,chr17,11.0,2.4849066497880004,33905,2388816.0,118022,1,2,0,0.905,65,3,22,14,0.0,62.0,0,11
T2,SKAP1,chr17,58.0,4.07753744390572,136902,1384828.0,296838,0,1,0,0.82,321,5,247,21,0.0,111.0,0,11
T2,HOXB1,chr17,39.0,3.6888794541139363,34714,1181904.0,2485,0,1,0,0.68,9,2,7,0,0.0,82.0,0,11
T2,CALCOCO2,chr17,41.0,3.7376696182833684,6444,853674.0,37257,1,1,0,0.7,40,1,33,1,0.0,122.0,0,11
T2,ZNF652,chr17,38.0,3.6635616461296463,61744,377472.0,73267,0,1,0,0.95,78,1,64,2,0.0,118.0,0,11
T2,COX11,chr17,23.0,3.1780538303479458,34586,3483618.0,16801,1,1,0,0.88,9,1,7,0,0.0,66.0,0,11
T2,PCTP,chr17,22.0,3.1354942159291497,30657,2636027.0,91779,1,1,0,0.79,76,3,41,5,0.0,113.0,0,11
T2,CUEDC1,chr17,46.0,3.8501476017100584,52717,514601.0,94608,0,3,0,0.84,186,4,179,0,0.0,83.0,0,11
T2,SUPT4H1,chr17,24.0,3.2188758248682006,11540,76182.0,7918,1,1,0,0.85,16,3,13,0,0.0,105.0,0,11
T2,PPM1E,chr17,74.0,4.31748811353631,22061,41220.0,229325,1,1,0,1.17,200,1,104,18,0.0,50.0,0,11
T2,POLG2,chr17,31.0,3.4657359027997265,17175,28303.0,19290,0,1,0,0.95,21,1,16,3,0.0,282.0,0,11
T2,SMURF2,chr17,17.0,2.8903717578961645,57471,96665.0,120053,1,1,0,0.92,143,2,126,3,0.0,263.0,0,11
T2,PRKCA,chr17,61.0,4.127134385045092,22731,717815.0,508130,0,1,0,1.05,667,5,602,14,0.0,1097.0,0,11
T2,VCF1,chr17,19.0,2.995732273553991,2241,3498401.0,29400,1,1,0,0.8,41,4,36,0,0.0,33.0,0,11
T2,CPSF4L,chr17,11.0,2.4849066497880004,12368,3487411.0,13903,0,0,15514,,20,2,10,2,0.0,21.0,0,11
T2,BTBD17,chr17,17.0,2.8903717578961645,17265,2392792.0,5452,1,2,0,0.875,9,0,8,0,0.0,20.0,0,11
T2,RAB37,chr17,43.0,3.784189633918261,16221,2083038.0,76759,1,2,0,0.86,112,8,87,3,0.0,91.0,0,11
T2,SLC16A5,chr17,44.0,3.8066624897703196,5453,1665622.0,28936,1,2,0,0.805,60,4,53,0,0.0,59.0,0,11
T2,ERLN,chr17,8.0,2.1972245773362196,3160,1094312.0,1732,0,0,14499,,6,1,4,0,0.0,40.0,0,11
T2,TEN1,chr17,32.0,3.4965075614664802,85,758075.0,21352,0,1,0,0.9,41,2,35,0,0.0,36.0,0,11
T2,MFSD11,chr17,15.0,2.772588722239781,1139,2669.0,45584,0,1,0,1.02,52,7,41,0,0.0,619.0,0,11
T2,TK1,chr17,43.0,3.784189633918261,5603,1444235.0,14453,1,1,0,0.88,30,1,29,0,0.0,246.0,0,11
T2,CBX2,chr17,19.0,2.995732273553991,1573,481131.0,9835,0,2,0,0.905,28,1,23,1,0.0,184.0,0,11
T2,CARD14,chr17,24.0,3.2188758248682006,11014,101874.0,46081,1,6,0,0.7183,75,2,53,4,0.0,601.0,0,11
T2,TUBB8B,chr18,13.0,2.6390573296152584,62029,44668657.0,26324,1,2,0,0.79,8,1,0,1,0.0,13.0,0,11
T2,TYMS,chr18,35.0,3.58351893845611,6142,44028800.0,19098,1,1,0,0.93,28,3,15,0,0.0,936.0,0,11
T2,ENOSF1,chr18,17.0,2.8903717578961645,18991,43986442.0,42404,0,1,0,1.04,60,1,52,0,0.0,76.0,0,11
T2,LDLRAD4,chr18,24.0,3.2188758248682006,101220,31565220.0,436582,0,5,0,0.848,713,24,644,7,0.0,78.0,0,11
T2,RNMT,chr18,12.0,2.5649493574615367,234917,31188430.0,37896,0,1,0,0.9,26,1,18,1,0.0,85.0,0,11
T2,FAM210A,chr18,22.0,3.1354942159291497,3101,30950409.0,63316,1,1,0,0.9,47,2,40,0,0.0,122.0,0,11
T2,ESCO1,chr18,35.0,3.58351893845611,166584,23245791.0,71925,1,1,0,0.93,37,1,23,2,0.0,130.0,0,11
T2,RBBP8,chr18,56.0,4.04305126783455,156590,22038502.0,228227,0,1,0,0.99,161,4,122,9,0.0,208.0,0,11
T2,CABYR,chr18,46.0,3.8501476017100584,67922,20609108.0,22616,1,1,0,0.83,20,3,9,3,0.0,147.0,0,11
T2,ZNF521,chr18,27.0,3.332204510175204,389465,19717444.0,290270,1,1,0,0.96,312,1,273,7,0.0,249.0,0,11
T2,TPGS2,chr18,39.0,3.6888794541139363,17793,7833164.0,51569,1,1,0,0.98,44,2,36,1,0.0,95.0,0,11
T2,LOXHD1,chr18,49.0,3.912023005428146,90695,1365044.0,180248,0,2,0,0.79,121,1,77,7,0.0,125.0,0,11
T2,CCDC68,chr18,74.0,4.31748811353631,274929,4205920.0,58015,0,1,0,0.78,54,2,34,3,0.0,75.0,0,11
T2,BOD1L2,chr18,12.0,2.5649493574615367,149699,5968860.0,3323,0,0,25124,,7,1,6,0,0.0,35.0,0,11
T2,FECH,chr18,39.0,3.6888794541139363,72731,6485502.0,42384,1,1,0,1.01,40,1,36,2,0.0,501.0,0,11
T2,TMX3,chr18,38.0,3.6635616461296463,53553,17740172.0,41459,0,1,0,0.88,25,1,21,0,0.0,62.0,0,11
T2,FBXO15,chr18,11.0,2.4849066497880004,136327,22983012.0,74523,0,1,0,0.93,52,1,34,2,0.0,159.0,0,11
T2,OR4F17,chr19,10.0,2.3978952727983707,41027,1111481.0,9998,0,0,35760,,0,0,0,0,0.0,4.0,0,11
T2,GZMM,chr19,80.0,4.394449154672439,5761,639285.0,5890,0,0,1366,,14,1,11,0,0.0,94.0,0,11
T2,GRIN3B,chr19,52.0,3.970291913552122,7560,184699.0,9313,0,4,0,0.775,23,1,18,0,0.0,199.0,0,11
T2,ATP5F1D,chr19,28.0,3.367295829986474,1262,65450.0,3079,1,1,0,0.92,8,1,7,0,0.0,69.0,0,11
T2,MIDN,chr19,43.0,3.784189633918261,2727,68046.0,10814,0,4,0,0.875,32,4,28,0,0.0,204.0,0,11
T2,APC2,chr19,59.0,4.0943445622221,3757,264987.0,26942,1,5,0,0.834,72,3,68,0,0.0,148.0,0,11
T2,SPPL2B,chr19,11.0,2.4849066497880004,1743,764006.0,26482,1,8,0,0.8325,58,1,54,0,0.0,39.0,0,11
T2,SLC39A3,chr19,33.0,3.5263605246161616,13174,341118.0,7866,0,2,0,0.78,19,1,16,1,0.0,66.0,0,11
T2,TLE6,chr19,8.0,2.1972245773362196,8596,125420.0,17641,0,1,0,0.83,26,1,15,2,0.0,55.0,0,11
T2,FZR1,chr19,65.0,4.189654742026425,1828,410087.0,32057,1,3,0,0.7533,75,3,63,1,0.0,102.0,0,11
T2,GIPC3,chr19,12.0,2.5649493574615367,2823,488293.0,8063,1,2,0,0.84,16,1,10,0,0.0,49.0,0,11
T2,TBXA2R,chr19,10.0,2.3978952727983707,10530,502003.0,12389,1,3,0,0.72,21,2,15,1,0.0,288.0,0,11
T2,PIP5K1C,chr19,69.0,4.248495242049359,32470,456199.0,70306,0,12,0,0.7625,142,2,131,1,0.0,91.0,0,11
T2,TMIGD2,chr19,23.0,3.1780538303479458,9482,168733.0,10204,0,0,2114,,12,1,9,0,0.0,70.0,0,11
T2,HDGFL2,chr19,11.0,2.4849066497880004,3774,344254.0,29976,1,2,0,0.79,39,0,23,5,0.0,95.0,0,11
T2,TICAM1,chr19,35.0,3.58351893845611,18605,688891.0,15780,0,1,0,0.87,27,1,21,0,0.0,515.0,0,11
T2,ARRDC5,chr19,10.0,2.3978952727983707,17536,761196.0,12511,1,1,0,0.8,12,0,7,0,0.0,183.0,0,11
T2,MICOS13,chr19,51.0,3.9512437185814275,1227,1555073.0,2095,0,1,0,0.85,5,3,2,0,0.0,62.0,0,11
T2,CATSPERD,chr19,10.0,2.3978952727983707,5914,1602335.0,58097,1,1,0,1.03,41,1,14,2,0.0,150.0,0,11
T2,VMAC,chr19,15.0,2.772588722239781,1857,1782513.0,5981,0,1,0,0.83,13,1,11,0,0.0,10.0,0,11
T2,CRB3,chr19,11.0,2.4849066497880004,12361,2327200.0,3444,1,1,0,0.73,10,3,7,0,0.0,82.0,0,11
T2,TNFSF9,chr19,19.0,2.995732273553991,6534,2400276.0,4898,1,2,0,0.83,13,1,12,0,0.0,216.0,0,11
T2,MBD3L4,chr19,7.0,2.0794415416798357,442,2915521.0,2430,0,0,34562,,0,0,0,0,0.0,2.0,0,11
T2,MBD3L2,chr19,9.0,2.302585092994046,4043,2929148.0,2414,1,0,23006,,0,0,0,0,0.0,9.0,0,11
T2,PEX11G,chr19,27.0,3.332204510175204,2000,3008109.0,20580,1,2,0,0.815,36,1,34,0,0.0,33.0,0,11
