gene_id,gene_name,chrom,start,end,strand,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,replication_timing
ENSG00000116489,CAPZA1,chr1,112619173,112671616,1,1,0,0.83,50,2,41,1,0.0,176.0,0.0,49.12043333333333
ENSG00000155363,MOV10,chr1,112673141,112702383,1,1,0,0.99,43,2,36,0,0.0,122.0,0.0,50.52461
ENSG00000155366,RHOC,chr1,112701127,112707845,-1,1,0,0.69,19,3,16,0,0.0,192.0,0.0,51.126975
ENSG00000271810,,chr1,112702614,112711433,-1,1,0,0.69,20,4,14,1,0.0,0.0,0.0,51.21508888888889
ENSG00000155367,PPM1J,chr1,112709994,112715336,-1,1,0,0.82,14,3,10,0,0.0,35.0,0.0,51.408433333333335
ENSG00000184599,TAFA3,chr1,112718905,112727235,1,1,0,0.81,16,1,11,1,0.0,45.0,0.0,51.775400000000005
ENSG00000155380,SLC16A1,chr1,112911847,112957593,-1,2,0,0.815,55,3,40,3,0.0,834.0,0.0,61.2730574468085
ENSG00000198799,LRIG2,chr1,113073179,113132260,1,1,0,0.82,49,1,39,2,0.0,94.0,0.0,67.099245
ENSG00000081026,MAGI3,chr1,113390501,113685923,1,1,0,0.94,209,2,137,16,0.0,87.0,0.0,70.9550114864865
ENSG00000116793,PHTF1,chr1,113696052,113759908,-1,1,0,0.89,36,2,19,2,0.0,111.0,0.0,65.62165384615383
ENSG00000081019,RSBN1,chr1,113761832,113812476,-1,1,0,0.95,59,1,50,2,0.0,63.0,0.0,63.880835294117645
ENSG00000134242,PTPN22,chr1,113813811,113871753,-1,0,1133,,44,1,34,0,0.0,727.0,0.0,61.48694237288135
ENSG00000188761,BCL2L15,chr1,113876816,113887581,-1,0,17251,,14,2,12,0,0.0,118.0,0.0,59.529091666666666
ENSG00000134262,AP4B1,chr1,113894194,113905722,-1,1,0,1.0,14,3,11,0,0.0,134.0,0.0,58.701030769230776
ENSG00000118655,DCLRE1B,chr1,113904403,113914086,1,1,0,1.0,11,3,8,0,0.0,102.0,0.0,58.30377272727273
ENSG00000163349,HIPK1,chr1,113929324,113977869,1,1,0,0.95,62,4,45,2,0.0,76.0,0.0,56.848617999999995
ENSG00000116774,OLFML3,chr1,113979024,114035572,1,0,48747,,68,3,50,8,0.0,78.0,0.0,56.589675862068965
ENSG00000134207,SYT6,chr1,114089291,114153880,-1,1,0,0.89,114,3,92,6,0.0,33.0,0.0,60.64071212121212
ENSG00000197323,TRIM33,chr1,114392781,114511244,-1,1,0,1.04,108,2,70,10,0.0,415.0,0.0,72.95184453781515
ENSG00000116752,BCAS2,chr1,114567552,114581648,-1,0,55909,,9,2,4,1,0.0,48.0,0.0,69.80886000000001
ENSG00000175984,DENND2C,chr1,114582848,114670451,-1,1,0,0.95,55,1,39,2,0.0,30.0,0.0,67.05328863636363
ENSG00000116748,AMPD1,chr1,114673090,114695618,-1,0,2726,,22,0,21,0,0.0,258.0,0.0,64.88171666666666
ENSG00000213281,NRAS,chr1,114704469,114716771,-1,0,34105,,9,1,8,0,4.0,931.0,1.0,64.67835
ENSG00000009307,CSDE1,chr1,114716913,114758704,-1,0,21750,,43,2,39,0,0.0,104.0,0.0,65.07405116279071
ENSG00000052723,SIKE1,chr1,114769479,114780699,-1,1,0,0.9,8,1,3,1,0.0,32.0,0.0,66.30955384615385
ENSG00000198765,SYCP1,chr1,114854863,114995370,1,1,0,0.86,38,2,13,7,0.0,290.0,0.0,74.74560425531915
ENSG00000134200,TSHB,chr1,115029826,115034302,1,0,54927,,1,0,0,1,0.0,193.0,0.0,75.0479
ENSG00000134198,TSPAN2,chr1,115048011,115089503,-1,1,0,0.91,58,1,57,0,0.0,101.0,0.0,73.0024441860465
ENSG00000134259,NGF,chr1,115285904,115338770,-1,1,0,0.74,73,3,65,1,0.0,1269.0,0.0,62.46630185185185
ENSG00000173218,VANGL1,chr1,115641854,115698224,1,1,0,0.83,65,3,58,3,0.0,197.0,0.0,40.77794210526315
ENSG00000118729,CASQ2,chr1,115698038,115837921,-1,2,0,0.865,154,1,136,9,0.0,306.0,0.0,36.617556028368796
ENSG00000177551,NHLH2,chr1,115836377,115843917,-1,1,0,0.89,19,1,18,0,0.0,305.0,0.0,35.01015555555554
ENSG00000163393,SLC22A15,chr1,115976477,116070054,1,1,0,0.84,68,2,58,0,0.0,159.0,0.0,38.37032631578948
ENSG00000173212,MAB21L3,chr1,116111399,116138149,1,0,13894,,35,2,29,1,0.0,68.0,0.0,41.027232142857144
ENSG00000163399,ATP1A1,chr1,116372668,116410261,1,1,0,0.82,67,3,64,0,2.0,352.0,1.0,42.16812105263157
ENSG00000116815,CD58,chr1,116514534,116571039,-1,2,0,0.825,77,3,63,0,0.0,253.0,0.0,45.37088245614035
ENSG00000143061,IGSF3,chr1,116574399,116667820,-1,1,0,1.1,128,3,120,1,0.0,83.0,0.0,50.730016842105265
ENSG00000116824,CD2,chr1,116754370,116769229,1,0,86371,,35,1,34,0,0.0,490.0,0.0,58.550250000000005
ENSG00000134247,PTGFRN,chr1,116909894,116990358,1,2,0,0.955,109,1,95,0,0.0,122.0,0.0,68.78646296296296
ENSG00000134256,CD101,chr1,117001721,117036552,1,0,23214,,43,1,33,0,0.0,140.0,0.0,70.1900388888889
ENSG00000116830,TTF2,chr1,117060294,117107453,1,1,0,0.78,50,1,40,4,0.0,69.0,0.0,69.17705625
ENSG00000134253,TRIM45,chr1,117111060,117122587,-1,1,0,0.9,19,2,17,0,0.0,53.0,0.0,68.35271538461538
ENSG00000134258,VTCN1,chr1,117143587,117210960,-1,0,21061,,63,1,51,1,0.0,353.0,0.0,67.90321617647061
ENSG00000198162,MAN1A2,chr1,117367449,117528872,1,1,0,0.98,90,1,42,10,0.0,122.0,0.0,68.04342453987731
ENSG00000183508,TENT5C,chr1,117606048,117628389,1,1,0,0.76,46,2,44,0,5.0,362.0,1.0,64.56036086956522
ENSG00000196505,GDAP2,chr1,117863485,117929662,-1,1,0,0.8,32,1,19,0,0.0,44.0,0.0,60.759717647058835
ENSG00000065183,WDR3,chr1,117929063,117966543,1,1,0,0.8,24,1,19,1,0.0,70.0,0.0,60.01577692307692
ENSG00000155761,SPAG17,chr1,117953590,118185228,-1,1,0,0.82,145,1,87,18,0.0,267.0,0.0,63.65612672413793
ENSG00000092607,TBX15,chr1,118883046,118989556,-1,4,0,1.0025,136,2,110,6,0.0,515.0,0.0,30.2473787037037
ENSG00000116874,WARS2,chr1,119030284,119140673,-1,1,0,0.96,85,3,58,2,0.0,200.0,0.0,27.697041071428576
ENSG00000116882,HAO2,chr1,119368727,119394258,1,0,40815,,26,1,24,0,0.0,63.0,0.0,30.16166923076923
ENSG00000203859,HSD3B2,chr1,119413725,119423035,1,0,85813,,9,1,7,0,0.0,91.0,0.0,32.40251
ENSG00000203857,HSD3B1,chr1,119507198,119515054,1,0,107625,,12,2,10,0,0.0,161.0,0.0,34.558144444444444
ENSG00000143067,ZNF697,chr1,119619377,119648454,-1,3,0,0.8367,44,1,37,0,0.0,46.0,0.0,31.803899999999995
ENSG00000092621,PHGDH,chr1,119648411,119744227,1,2,0,0.88,108,2,96,4,0.0,487.0,0.0,32.28822783505155
ENSG00000134240,HMGCS2,chr1,119747979,119769092,-1,0,35330,,15,1,14,0,0.0,243.0,0.0,33.99239545454546
ENSG00000134193,REG4,chr1,119794017,119811580,-1,0,41606,,21,2,16,0,0.0,164.0,0.0,35.52008421052632
ENSG00000134249,ADAM30,chr1,119893533,119896515,-1,1,0,0.96,7,1,6,0,0.0,23.0,0.0,37.728325
ENSG00000134250,NOTCH2,chr1,119911553,120100779,-1,1,0,0.9,98,2,72,6,4.0,936.0,1.0,41.56212670157068
ENSG00000265808,SEC22B,chr1,120150898,120176520,-1,1,0,0.91,6,1,4,0,0.0,49.0,0.0,47.61190740740741
ENSG00000270231,NBPF8,chr1,120415035,120469676,1,1,0,0.87,12,0,7,1,0.0,8.0,0.0,55.36311964285714
ENSG00000286106,NOTCH2NLR,chr1,120723912,120794851,1,1,0,0.75,12,2,4,1,0.0,1.0,0.0,67.74809583333334
ENSG00000273136,NBPF26,chr1,120723945,120842229,1,1,0,0.75,17,2,6,2,0.0,3.0,0.0,69.07782016806722
ENSG00000263353,PPIAL4A,chr1,120889771,120890530,1,0,22174,,0,0,0,0,0.0,7.0,0.0,64.39285
ENSG00000188610,FAM72B,chr1,121167646,121185539,-1,1,0,0.77,4,3,1,0,0.0,159.0,0.0,57.06261052631579
ENSG00000171943,SRGAP2C,chr1,121184811,121392874,1,1,0,0.77,55,2,32,3,0.0,21.0,0.0,46.59980909090909
ENSG00000273213,H3-7,chr1,143894544,143905977,-1,2,0,1.005,5,3,1,0,0.0,16.0,0.0,35.98387499999999
ENSG00000263513,FAM72C,chr1,143955287,143971986,-1,1,0,0.77,0,0,0,0,0.0,75.0,0.0,59.159688888888894
ENSG00000271567,PPIAL4E,chr1,144372875,144373634,-1,0,38593,,0,0,0,0,0.0,4.0,0.0,74.3277
ENSG00000266338,NBPF15,chr1,144421390,144461676,-1,1,0,0.86,9,1,5,1,0.0,26.0,0.0,69.43322857142857
ENSG00000279782,PPIAL4F,chr1,144592893,144593652,1,0,21731,,0,0,0,0,0.0,1.0,0.0,67.182
ENSG00000196369,SRGAP2B,chr1,144887191,145095528,-1,1,0,0.76,38,0,17,4,0.0,8.0,0.0,76.33459146919431
ENSG00000215784,FAM72D,chr1,145095971,145112696,1,1,0,0.76,1,0,0,0,0.0,79.0,0.0,73.35281111111111
ENSG00000289549,PPIAL4D,chr1,145241415,145242174,-1,0,8375,,0,0,0,0,0.0,0.0,0.0,66.36095
ENSG00000162825,NBPF20,chr1,145289900,145425603,-1,1,0,0.88,9,0,4,1,0.0,15.0,0.0,72.58356496350366
ENSG00000117262,GPR89A,chr1,145607982,145670980,1,1,0,0.81,14,1,3,1,0.0,42.0,0.0,78.0312140625
ENSG00000174827,PDZK1,chr1,145670848,145708148,-1,0,12733,,33,3,26,1,0.0,138.0,0.0,77.94832105263158
ENSG00000117281,CD160,chr1,145719443,145740760,1,1,0,0.65,22,1,17,2,0.0,332.0,0.0,76.50157391304349
ENSG00000265491,RNF115,chr1,145738868,145824095,-1,1,0,0.98,66,1,54,1,0.0,68.0,0.0,70.82396744186047
ENSG00000186141,POLR3C,chr1,145823959,145844721,1,1,0,0.98,19,1,12,0,0.0,45.0,0.0,63.878495454545465
ENSG00000186364,NUDT17,chr1,145845603,145848954,1,1,0,0.84,6,1,5,0,0.0,17.0,0.0,62.52545
ENSG00000131788,PIAS3,chr1,145848521,145859836,-1,1,0,0.74,13,1,10,0,0.0,136.0,0.0,61.94763333333333
ENSG00000198483,ANKRD35,chr1,145866560,145886088,-1,1,0,0.62,22,1,16,2,0.0,96.0,0.0,60.722834999999996
ENSG00000143127,ITGA10,chr1,145891206,145910111,-1,0,4950,,22,2,15,2,0.0,135.0,0.0,60.14804499999999
ENSG00000131779,PEX11B,chr1,145911349,145918730,-1,1,0,0.86,9,2,7,0,0.0,59.0,0.0,59.897133333333336
ENSG00000289565,,chr1,145917714,145926741,-1,1,0,0.86,13,4,6,0,0.0,0.0,0.0,59.70354
ENSG00000265241,RBM8A,chr1,145921065,145928067,-1,1,0,1.01,7,3,2,0,0.0,162.0,0.0,59.6415875
ENSG00000280778,,chr1,145927258,145977811,1,4,0,0.8175,67,5,57,1,0.0,0.0,0.0,57.38512692307692
ENSG00000271601,LIX1L,chr1,145933423,145958017,-1,1,0,0.71,27,1,25,0,0.0,31.0,0.0,58.36781153846154
ENSG00000272031,ANKRD34A,chr1,145959441,145964575,-1,2,0,0.775,16,2,14,0,0.0,17.0,0.0,56.56911428571429
ENSG00000121851,POLR3GL,chr1,145964690,145978848,1,1,0,0.83,18,1,13,1,0.0,84.0,0.0,54.89539333333333
ENSG00000265972,TXNIP,chr1,145992435,145996580,-1,0,10,,12,2,10,0,0.0,781.0,0.0,49.7819
ENSG00000168509,HJV,chr1,146017468,146036746,-1,1,0,0.83,28,2,22,0,0.0,225.0,0.0,39.48705714285715
ENSG00000271425,NBPF10,chr1,146064711,146229000,-1,1,0,0.91,13,2,4,1,0.0,82.0,0.0,21.019534545454544
ENSG00000264343,NOTCH2NLA,chr1,146145929,146229073,-1,1,0,0.91,11,2,3,0,0.0,29.0,0.0,22.903673809523813
ENSG00000270339,PPIAL4H,chr1,146344006,146344765,-1,0,21771,,0,0,0,0,0.0,1.0,0.0,40.5102
ENSG00000268043,NBPF12,chr1,146938324,146996202,1,1,0,0.84,23,2,11,5,0.0,24.0,0.0,45.60293728813559
ENSG00000131791,PRKAB2,chr1,147155106,147173716,-1,1,0,0.78,23,5,16,1,0.0,197.0,0.0,43.85895000000001
ENSG00000131781,FMO5,chr1,147175351,147243050,-1,2,0,1.025,61,5,48,0,0.0,767.0,0.0,45.00205507246377
ENSG00000131778,CHD1L,chr1,147242643,147295767,1,1,0,0.9,48,2,37,3,0.0,215.0,0.0,50.08171666666666
ENSG00000116128,BCL9,chr1,147541501,147626216,1,1,0,0.84,96,2,72,5,3.0,250.0,1.0,38.55438823529412
ENSG00000288626,,chr1,147611590,147611796,1,0,11439,,1,1,0,0,0.0,3.0,0.0,42.3517
ENSG00000162836,ACP6,chr1,147629652,147670531,-1,1,0,0.71,40,3,32,1,0.0,54.0,0.0,44.68479523809524
ENSG00000265107,GJA5,chr1,147756199,147773362,-1,0,85403,,32,4,28,0,0.0,509.0,0.0,52.80331666666666
ENSG00000121634,GJA8,chr1,147902795,147909269,1,1,0,0.9,5,0,0,1,0.0,529.0,0.0,63.712471428571426
ENSG00000188092,GPR89B,chr1,147928393,147993592,1,1,0,0.81,17,1,6,0,0.0,29.0,0.0,58.11811791044776
ENSG00000263956,NBPF11,chr1,148102042,148152342,-1,3,0,0.7667,19,2,9,1,0.0,10.0,0.0,24.154670588235295
ENSG00000236334,PPIAL4G,chr1,148482548,148483302,-1,0,22361,,0,0,0,0,0.0,11.0,0.0,29.9654
ENSG00000270629,NBPF14,chr1,148531385,148679742,-1,1,0,0.89,18,1,2,3,0.0,31.0,0.0,55.814301333333326
ENSG00000286019,NOTCH2NLB,chr1,148597331,148679746,-1,1,0,0.89,10,1,2,1,0.0,7.0,0.0,55.13275476190477
ENSG00000177144,NUDT4B,chr1,148748774,148752415,1,1,0,1.16,0,0,0,0,0.0,6.0,0.0,38.233999999999995
ENSG00000178104,PDE4DIP,chr1,148808140,149048286,1,3,0,0.8733,52,4,35,3,0.0,301.0,0.0,41.45144647302904
ENSG00000269713,NBPF9,chr1,149052186,149103591,-1,1,0,0.88,11,1,5,0,0.0,10.0,0.0,45.533516981132074
ENSG00000286219,NOTCH2NLC,chr1,149390621,149471833,1,1,0,0.81,21,1,11,0,0.0,42.0,0.0,51.42781707317072
ENSG00000286185,,chr1,149390623,149556361,1,1,0,0.81,25,1,13,0,0.0,0.0,0.0,37.726705421686745
ENSG00000271383,NBPF19,chr1,149475045,149556361,1,0,2154,,3,0,2,0,0.0,6.0,0.0,24.125531707317073
ENSG00000288867,PPIAL4C,chr1,149583848,149584607,1,0,21873,,0,0,0,0,0.0,5.0,0.0,33.435900000000004
ENSG00000150337,FCGR1A,chr1,149782650,149792526,1,0,46,,6,0,4,0,0.0,596.0,0.0,54.126209090909086
ENSG00000203814,H2BC18,chr1,149782689,149812373,-1,2,0,0.97,18,2,12,1,0.0,23.0,0.0,53.79786999999999
ENSG00000183598,H3C13,chr1,149813225,149813693,-1,1,0,0.91,2,1,1,0,0.0,23.0,0.0,53.6156
ENSG00000270882,H4C14,chr1,149832657,149839767,1,1,0,0.95,1,0,0,0,0.0,259.0,0.0,54.908424999999994
ENSG00000203811,H3C14,chr1,149840687,149841208,-1,1,0,0.95,0,0,0,0,0.0,200.0,0.0,55.3133
ENSG00000288825,H2AC18,chr1,149842218,149842750,-1,1,0,0.95,0,0,0,0,0.0,81.0,0.0,55.46025
ENSG00000288859,H2AC19,chr1,149851061,149851652,1,1,0,0.93,0,0,0,0,0.0,17.0,0.0,56.4309
ENSG00000203852,H3C15,chr1,149852608,149853125,1,1,0,0.93,0,0,0,0,0.0,19.0,0.0,56.606
ENSG00000270276,H4C15,chr1,149854045,149861159,-1,1,0,0.95,0,0,0,0,0.0,244.0,0.0,57.154962499999996
ENSG00000184678,H2BC21,chr1,149884459,149886682,-1,1,0,0.95,8,1,7,0,0.0,208.0,0.0,60.941425
ENSG00000184260,H2AC20,chr1,149886918,149887411,1,1,0,0.95,3,2,1,0,0.0,84.0,0.0,61.151
ENSG00000184270,H2AC21,chr1,149887469,149887965,-1,1,0,0.95,2,1,1,0,0.0,25.0,0.0,61.2207
ENSG00000178096,BOLA1,chr1,149887890,149900798,1,2,0,0.88,19,2,12,1,0.0,25.0,0.0,62.18444999999999
ENSG00000159164,SV2A,chr1,149903318,149918572,-1,0,2925,,18,1,10,1,0.0,212.0,0.0,64.33687647058822
ENSG00000143368,SF3B4,chr1,149923317,149927803,-1,1,0,1.04,7,1,6,0,0.0,125.0,0.0,66.02181666666667
ENSG00000014914,MTMR11,chr1,149928651,149937523,-1,0,650,,22,3,15,0,0.0,126.0,0.0,66.83112999999999
ENSG00000264522,OTUD7B,chr1,149937812,150010758,-1,1,0,0.83,71,1,68,0,0.0,227.0,0.0,69.52227866666667
ENSG00000136631,VPS45,chr1,150067279,150145329,1,1,0,0.82,63,2,44,3,0.0,232.0,0.0,71.55121139240507
ENSG00000023902,PLEKHO1,chr1,150149183,150164720,1,1,0,1.0,39,3,36,0,0.0,123.0,0.0,72.1883
ENSG00000143401,ANP32E,chr1,150218417,150236202,-1,1,0,1.0,11,2,8,1,0.0,70.0,0.0,74.44544210526317
ENSG00000118298,CA14,chr1,150257251,150265078,1,0,3569,,17,1,12,0,0.0,96.0,0.0,75.77531111111111
ENSG00000117362,APH1A,chr1,150265399,150269580,-1,1,0,0.82,10,3,7,0,0.0,102.0,0.0,76.02373333333334
ENSG00000118292,C1orf54,chr1,150268034,150281735,1,1,0,0.82,20,4,14,0,0.0,58.0,0.0,76.30483333333333
ENSG00000159208,CIART,chr1,150282543,150287093,1,0,317,,3,1,2,0,0.0,44.0,0.0,76.6732
ENSG00000266472,MRPS21,chr1,150293854,150308981,1,1,0,1.22,12,1,9,1,0.0,51.0,0.0,77.2589
ENSG00000117360,PRPF3,chr1,150321479,150353233,1,1,0,1.06,14,1,9,0,0.0,198.0,0.0,78.47953333333332
ENSG00000163125,RPRD2,chr1,150363091,150476566,1,1,0,1.06,93,3,69,2,0.0,82.0,0.0,81.70461739130434
ENSG00000143374,TARS2,chr1,150487325,150507613,1,0,7947,,8,1,7,0,0.0,108.0,0.0,84.30517727272726
ENSG00000143369,ECM1,chr1,150507989,150513789,1,0,1771,,11,1,9,0,0.0,360.0,0.0,84.48005714285715
ENSG00000143382,ADAMTSL4,chr1,150549369,150560937,1,2,0,0.79,32,4,28,0,0.0,219.0,0.0,84.12673076923078
ENSG00000143384,MCL1,chr1,150560895,150579738,-1,2,0,0.885,58,5,53,0,0.0,801.0,0.0,83.66171
ENSG00000143420,ENSA,chr1,150600851,150629612,-1,1,0,0.75,49,2,43,0,0.0,44.0,0.0,81.44486333333334
ENSG00000143457,GOLPH3L,chr1,150646228,150697219,-1,0,16503,,38,1,33,0,0.0,57.0,0.0,77.93701923076924
ENSG00000143452,HORMAD1,chr1,150698060,150720895,-1,0,68335,,15,1,6,3,0.0,219.0,0.0,76.00143333333334
ENSG00000163131,CTSS,chr1,150730079,150765957,-1,0,100354,,27,1,22,1,0.0,828.0,0.0,75.22053513513514
ENSG00000143387,CTSK,chr1,150794880,150809577,-1,0,116566,,18,6,9,1,0.0,811.0,0.0,76.16455625
ENSG00000143437,ARNT,chr1,150808617,150876771,-1,0,49372,,55,2,38,6,3.0,408.0,1.0,77.84639999999999
ENSG00000283324,CTXND2,chr1,150887136,150913292,1,0,12851,,24,0,19,0,0.0,11.0,0.0,79.98383333333334
ENSG00000143379,SETDB1,chr1,150926263,150964744,1,1,0,1.01,27,1,21,0,5.0,316.0,1.0,80.79376749999999
ENSG00000143418,CERS2,chr1,150960583,150977396,-1,1,0,0.92,39,4,33,0,0.0,197.0,0.0,81.01584705882352
ENSG00000143412,ANXA9,chr1,150981321,150996077,1,0,5847,,13,1,10,1,0.0,104.0,0.0,81.16624375
ENSG00000143409,MINDY1,chr1,150995125,151008376,-1,1,0,1.0,30,3,26,0,0.0,56.0,0.0,81.27706428571427
ENSG00000143363,PRUNE1,chr1,151008420,151035713,1,1,0,1.0,22,3,14,1,0.0,78.0,0.0,81.5050724137931
ENSG00000163141,BNIPL,chr1,151036321,151047720,1,0,15,,9,2,7,0,0.0,98.0,0.0,81.78932307692307
ENSG00000143443,C1orf56,chr1,151047751,151051986,1,1,0,0.79,13,1,12,0,0.0,26.0,0.0,81.92094
ENSG00000197622,CDC42SE1,chr1,151050971,151070325,-1,1,0,0.73,40,2,34,0,0.0,33.0,0.0,82.09953500000002
ENSG00000213190,MLLT11,chr1,151057871,151069544,1,1,0,0.73,22,2,18,0,0.0,130.0,0.0,82.15903846153847
ENSG00000143458,GABPB2,chr1,151070514,151125542,1,1,0,0.8,36,1,15,4,0.0,139.0,0.0,82.56054464285714
ENSG00000143434,SEMA6C,chr1,151131685,151147813,-1,2,0,0.765,34,3,30,0,0.0,59.0,0.0,82.49353529411765
ENSG00000163154,TNFAIP8L2,chr1,151156621,151160255,1,0,9724,,11,1,10,0,0.0,481.0,0.0,82.1307
ENSG00000163156,SCNM1,chr1,151156664,151170296,1,0,9767,,24,2,22,0,0.0,32.0,0.0,81.99077857142856
ENSG00000163155,LYSMD1,chr1,151159748,151165948,-1,0,12851,,9,1,8,0,0.0,18.0,0.0,82.0086
ENSG00000163157,TMOD4,chr1,151169984,151176284,-1,0,22087,,10,1,8,0,0.0,46.0,0.0,81.69697142857142
ENSG00000163159,VPS72,chr1,151176304,151195321,-1,0,3050,,16,1,12,0,0.0,45.0,0.0,81.22774999999999
ENSG00000143398,PIP5K1A,chr1,151197949,151249538,1,1,0,0.86,45,1,40,2,0.0,162.0,0.0,79.52006603773586
ENSG00000159352,PSMD4,chr1,151254709,151267479,1,0,13703,,14,1,10,0,0.0,234.0,0.0,77.91788461538462
ENSG00000143373,ZNF687,chr1,151281502,151292180,1,1,0,0.73,25,2,22,0,0.0,46.0,0.0,77.03008181818183
ENSG00000143393,PI4KB,chr1,151291792,151328394,-1,1,0,1.21,47,3,43,0,0.0,68.0,0.0,76.4718378378378
ENSG00000143390,RFX5,chr1,151340640,151347339,-1,1,0,0.73,13,3,9,0,0.0,225.0,0.0,75.89937142857143
ENSG00000143416,SELENBP1,chr1,151364302,151372716,-1,0,17233,,19,1,15,1,0.0,285.0,0.0,75.5641
ENSG00000159377,PSMB4,chr1,151399556,151401941,1,1,0,0.97,7,2,5,0,0.0,136.0,0.0,74.9906
ENSG00000143442,POGZ,chr1,151402724,151459494,-1,1,0,1.0,42,2,36,0,0.0,135.0,0.0,74.19154736842106
ENSG00000143375,CGN,chr1,151510139,151538692,1,1,0,0.94,38,1,30,3,0.0,95.0,0.0,70.75124
ENSG00000143367,TUFT1,chr1,151540305,151583583,1,1,0,0.95,56,3,47,0,0.0,182.0,0.0,69.56992666666666
ENSG00000143376,SNX27,chr1,151612006,151699091,1,1,0,0.95,74,2,62,2,0.0,170.0,0.0,68.17649318181817
ENSG00000159409,CELF3,chr1,151700058,151716803,-1,0,4712,,34,3,29,0,0.0,160.0,0.0,68.00493333333333
ENSG00000178796,RIIAD1,chr1,151710433,151729805,1,1,0,0.74,37,4,33,0,0.0,18.0,0.0,68.00822857142857
ENSG00000143436,MRPL9,chr1,151759647,151763496,-1,1,0,0.83,6,3,3,0,0.0,51.0,0.0,67.972775
ENSG00000143450,OAZ3,chr1,151762899,151771334,1,1,0,0.83,12,3,8,0,0.0,150.0,0.0,67.95117777777777
ENSG00000182134,TDRKH,chr1,151769799,151791416,-1,1,0,0.78,23,3,19,0,0.0,182.0,0.0,67.86402727272727
ENSG00000213171,LINGO4,chr1,151800264,151805419,-1,0,8733,,9,0,6,0,0.0,33.0,0.0,67.61383333333333
ENSG00000143365,RORC,chr1,151806071,151831845,-1,0,6139,,55,3,52,0,0.0,704.0,0.0,67.29216296296296
ENSG00000225556,C2CD4D,chr1,151837818,151840557,-1,2,0,0.96,11,3,8,0,0.0,27.0,0.0,66.77612500000001
ENSG00000196407,THEM5,chr1,151847101,151853712,-1,0,7052,,14,0,14,0,0.0,17.0,0.0,66.4369875
ENSG00000159445,THEM4,chr1,151870866,151909637,-1,1,0,0.84,43,1,31,1,0.0,94.0,0.0,65.0083875
ENSG00000197747,S100A10,chr1,151982903,151993859,-1,1,0,0.82,25,2,23,0,0.0,315.0,0.0,62.03582500000001
ENSG00000163191,S100A11,chr1,152032504,152047907,-1,1,0,0.86,25,1,23,0,0.0,274.0,0.0,60.543575
ENSG00000182898,TCHHL1,chr1,152084141,152089064,-1,0,18457,,4,0,3,0,0.0,39.0,0.0,58.3307
ENSG00000159450,TCHH,chr1,152106317,152115444,-1,1,0,0.85,20,0,18,0,0.0,148.0,0.0,56.745079999999994
ENSG00000215853,RPTN,chr1,152153595,152159228,-1,0,29617,,4,0,1,1,0.0,55.0,0.0,53.141999999999996
ENSG00000197915,HRNR,chr1,152212076,152224193,-1,2,0,0.82,14,0,0,1,0.0,129.0,0.0,48.30115384615385
ENSG00000143631,FLG,chr1,152302165,152325239,-1,0,85568,,3,2,0,0,0.0,514.0,0.0,43.76904583333334
ENSG00000143520,FLG2,chr1,152348735,152360006,-1,0,132138,,5,0,1,1,0.0,87.0,0.0,42.922308333333326
ENSG00000143536,CRNN,chr1,152409243,152414263,-1,0,101318,,3,0,3,0,0.0,93.0,0.0,42.14131666666667
ENSG00000186207,LCE5A,chr1,152510803,152512177,1,0,3404,,1,0,0,1,0.0,23.0,0.0,41.413799999999995
ENSG00000169509,CRCT1,chr1,152514482,152516008,1,1,0,0.78,4,1,3,0,0.0,41.0,0.0,41.412299999999995
ENSG00000185966,LCE3E,chr1,152565654,152566780,-1,0,49860,,2,0,1,0,0.0,21.0,0.0,41.4362
ENSG00000163202,LCE3D,chr1,152579381,152580516,-1,0,63587,,2,0,2,0,0.0,31.0,0.0,41.407133333333334
ENSG00000244057,LCE3C,chr1,152600234,152601086,1,0,84440,,0,0,0,0,0.0,25.0,0.0,41.292699999999996
ENSG00000187238,LCE3B,chr1,152613811,152614098,1,0,98017,,0,0,0,0,0.0,17.0,0.0,41.1676
ENSG00000185962,LCE3A,chr1,152622834,152623103,-1,0,107040,,1,1,0,0,0.0,19.0,0.0,41.0642
ENSG00000187223,LCE2D,chr1,152663380,152664659,1,0,147586,,1,0,0,0,0.0,4.0,0.0,40.471833333333336
ENSG00000187180,LCE2C,chr1,152675279,152676569,1,0,159485,,2,0,0,0,0.0,5.0,0.0,40.300033333333324
ENSG00000159455,LCE2B,chr1,152686123,152687397,1,0,170329,,0,0,0,0,0.0,18.0,0.0,40.16955
ENSG00000187173,LCE2A,chr1,152698345,152699442,1,0,182551,,2,0,2,0,0.0,3.0,0.0,40.055499999999995
ENSG00000187170,LCE4A,chr1,152708160,152709434,1,0,192366,,1,1,0,0,0.0,5.0,0.0,39.99655
ENSG00000198854,KPLCE,chr1,152719522,152720470,1,0,203728,,0,0,0,0,0.0,17.0,0.0,39.9749
ENSG00000203786,KPRP,chr1,152758025,152762056,1,0,242231,,7,1,6,0,0.0,123.0,0.0,40.294560000000004
ENSG00000240386,LCE1F,chr1,152775140,152777024,1,0,259346,,2,1,1,0,0.0,7.0,0.0,40.56706666666667
