patient_id,nearest_gene_name,chrom,last_tp_abundance,growth_rate,n_timepoints,label_raw,label,dist_to_nearest_tss,dist_to_nearest_cancer_tss,gene_length,in_repeat,cpg_island_count,cpg_nearest_dist,cpg_mean_obs_exp,encode_ccre_count,encode_promoter_count,encode_enhancer_count,encode_ctcf_count,ot_cancer_hallmark_count,ot_disease_count,ot_is_cancer_driver,patient_id_enc,ext_n_patients,ext_n_datasets,ext_n_unique_sites,ext_max_abundance,chrom_int
T1,SGCD,chr5,27.0,0.0,0,3.332204510175204,0.625500964821137,302384,2927223.0,897444,0,0,82503,,616,2,394,67,0.0,358.0,0,10,47.0,2.0,155.0,0.0,4
T1,TIMD4,chr5,12.0,0.0,0,2.5649493574615367,0.15110583345702835,52935,2189660.0,43934,0,0,68618,,38,0,35,0,0.0,340.0,0,10,40.0,2.0,70.0,0.0,4
T1,CLINT1,chr5,28.0,0.0,0,3.367295829986474,0.6567463262579784,5288,1246070.0,73426,0,1,0,0.88,67,1,57,4,0.0,79.0,0,10,55.0,2.0,296.0,0.0,4
T1,ADRA1B,chr5,7.0,0.0,0,2.0794415416798357,0.012913759833753896,192002,573127.0,107932,1,2,0,1.015,135,1,102,9,0.0,622.0,0,10,54.0,2.0,328.0,0.0,4
T1,MAT2B,chr5,20.0,0.0,0,3.044522437723423,0.39483449606649845,59680,4462843.0,16444,0,1,0,0.97,24,5,19,0,0.0,125.0,0,10,59.0,2.0,1752.0,0.0,4
T1,DOCK2,chr5,32.0,0.0,0,3.4965075614664802,0.7737865518776904,41441,1708396.0,446133,1,1,0,0.79,442,4,356,15,0.0,395.0,0,10,48.0,2.0,196.0,0.0,4
T1,RANBP17,chr5,13.0,0.0,0,2.6390573296152584,0.17893721240908417,49228,574444.0,438145,0,1,0,0.92,221,1,112,24,0.0,77.0,0,10,41.0,2.0,111.0,0.0,4
T1,TLX3,chr5,8.0,0.0,0,2.1972245773362196,0.03874127950126169,179278,257116.0,2891,0,1,0,0.9,10,4,6,0,0.0,135.0,0,10,53.0,2.0,396.0,0.0,4
T1,MSX2,chr5,28.0,0.0,0,3.367295829986474,0.6567463262579784,179796,2182078.0,6314,1,1,0,0.94,14,1,13,0,0.0,854.0,0,10,48.0,2.0,218.0,0.0,4
T1,HRH2,chr5,18.0,0.0,0,2.9444389791664403,0.3318242541190441,44748,1473407.0,52959,1,1,0,1.17,90,1,84,1,0.0,329.0,0,10,45.0,2.0,108.0,0.0,4
T1,ARL10,chr5,20.0,0.0,0,3.044522437723423,0.39483449606649845,50854,771823.0,36378,0,2,0,0.87,61,5,53,0,0.0,24.0,0,10,54.0,2.0,313.0,0.0,4
T1,KIAA1191,chr5,25.0,0.0,0,3.258096538021482,0.5632328929790708,441,720438.0,26809,0,2,0,0.815,33,3,26,1,0.0,19.0,0,10,39.0,1.0,112.0,0.0,4
T1,NOP16,chr5,9.0,0.0,0,2.302585092994046,0.06486566721092474,2630,694899.0,4994,1,1,0,0.86,11,3,7,0,0.0,57.0,0,10,45.0,1.0,219.0,0.0,4
T1,ZNF346,chr5,20.0,0.0,0,3.044522437723423,0.39483449606649845,384,63376.0,58505,0,1,0,0.89,61,1,46,3,0.0,49.0,0,10,44.0,2.0,96.0,0.0,4
T1,LMAN2,chr5,14.0,0.0,0,2.70805020110221,0.2078076295086834,15397,249987.0,36035,1,3,0,0.7567,53,1,44,2,0.0,126.0,0,10,17.0,2.0,75.0,0.0,4
T1,FAM193B,chr5,15.0,0.0,0,2.772588722239781,0.23957251001929641,4648,463482.0,34798,0,2,0,0.825,52,1,49,0,0.0,24.0,0,10,46.0,2.0,160.0,0.0,4
T1,FAM153A,chr5,28.0,0.0,0,3.367295829986474,0.6567463262579784,81373,779352.0,76454,1,1,0,0.74,15,2,6,0,0.0,3.0,0,10,41.0,2.0,70.0,0.0,4
T1,OR2Y1,chr5,23.0,0.0,0,3.1780538303479458,0.4913908267774974,42156,48273.0,935,1,0,51949,,1,0,0,0,0.0,28.0,0,10,25.0,2.0,56.0,0.0,4
T1,MYLK4,chr6,31.0,0.0,0,3.4657359027997265,0.7452130028202464,2132,28412533.0,106701,0,2,0,1.035,136,6,109,4,0.0,74.0,0,10,55.0,2.0,260.0,0.0,5
T1,SERPINB1,chr6,8.0,0.0,0,2.1972245773362196,0.03874127950126169,31232,28369962.0,9669,0,1,0,0.79,13,1,9,0,0.0,454.0,0,10,58.0,2.0,726.0,0.0,5
T1,NQO2,chr6,8.0,0.0,0,2.1972245773362196,0.03874127950126169,7253,28199997.0,34122,0,2,0,0.795,55,5,39,0,0.0,128.0,0,10,31.0,2.0,68.0,0.0,5
T1,PRP4K,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,81851,27241316.0,43717,1,1,0,0.97,32,1,27,0,0.0,326.0,0,10,54.0,2.0,438.0,0.0,5
T1,NRN1,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,351520,25523563.0,10689,0,5,0,0.794,33,3,30,0,0.0,186.0,0,10,50.0,2.0,144.0,0.0,5
T1,TMEM14C,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,12954,20470770.0,8217,0,1,0,0.88,14,1,12,0,0.0,93.0,0,10,10.0,1.0,10.0,0.0,5
T1,NEDD9,chr6,28.0,0.0,0,3.367295829986474,0.6567463262579784,122467,19920850.0,199050,1,0,88864,,312,2,289,2,0.0,451.0,0,10,51.0,2.0,132.0,0.0,5
T1,ADTRP,chr6,26.0,0.0,0,3.295836866004329,0.595739943595072,132353,19506038.0,94992,1,0,173358,,131,1,122,2,0.0,94.0,0,10,44.0,2.0,127.0,0.0,5
T1,MYLIP,chr6,27.0,0.0,0,3.332204510175204,0.625500964821137,100705,15152350.0,22281,1,1,0,0.85,31,1,29,0,0.0,121.0,0,10,51.0,2.0,229.0,0.0,5
T1,RNF144B,chr6,23.0,0.0,0,3.1780538303479458,0.4913908267774974,6149,12787236.0,81528,0,1,0,0.86,95,1,92,0,0.0,110.0,0,10,56.0,2.0,716.0,0.0,5
T1,PRL,chr6,11.0,0.0,0,2.4849066497880004,0.12282915244173964,353150,9231055.0,15582,0,0,266529,,16,1,9,1,0.0,1646.0,0,10,58.0,2.0,836.0,0.0,5
T1,H2AC8,chr6,12.0,0.0,0,2.5649493574615367,0.15110583345702835,1420,4962390.0,1594,1,1,0,1.12,6,2,4,0,0.0,145.0,0,10,13.0,1.0,21.0,0.0,5
T1,BTN2A1,chr6,23.0,0.0,0,3.1780538303479458,0.4913908267774974,8589,4731416.0,18717,0,1,0,0.86,28,1,25,0,0.0,195.0,0,10,50.0,2.0,223.0,0.0,5
T1,ZKSCAN8,chr6,34.0,0.0,0,3.5553480614894135,0.8229182128543863,3732,3042731.0,17729,0,1,0,0.78,11,2,2,0,0.0,9.0,0,10,21.0,2.0,30.0,0.0,5
T1,ZKSCAN4,chr6,7.0,0.0,0,2.0794415416798357,0.012913759833753896,13885,2941692.0,11227,1,1,0,0.86,11,1,8,0,0.0,36.0,0,10,44.0,2.0,137.0,0.0,5
T1,OR2H2,chr6,10.0,0.0,0,2.3978952727983707,0.09314234822621345,12534,1608144.0,5379,1,0,31065,,7,0,0,4,0.0,21.0,0,10,41.0,2.0,132.0,0.0,5
T1,ZFP57,chr6,45.0,0.0,0,3.828641396489095,0.9719459700163278,6214,1505790.0,8672,1,0,22286,,17,1,14,0,0.0,109.0,0,10,49.0,2.0,123.0,0.0,5
T1,HLA-F,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,20611,1478604.0,15790,0,1,0,0.87,31,4,27,0,0.0,238.0,0,10,43.0,2.0,217.0,0.0,5
T1,PRR3,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,554,622903.0,6449,0,1,0,0.81,10,1,5,0,0.0,15.0,0,10,55.0,2.0,273.0,0.0,5
T1,PPP1R18,chr6,16.0,0.0,0,2.833213344056216,0.2705952204245213,6716,499552.0,11506,1,1,0,0.69,31,6,25,0,0.0,188.0,0,10,43.0,2.0,168.0,0.0,5
T1,DDR1,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,64476,368786.0,24557,0,1,0,0.86,60,10,49,0,0.0,677.0,0,10,50.0,2.0,245.0,0.0,5
T1,C6orf15,chr6,40.0,0.0,0,3.713572066704308,0.9297164910197417,50507,118663.0,1352,1,0,45733,,3,0,3,0,0.0,54.0,0,10,57.0,2.0,477.0,0.0,5
T1,CDSN,chr6,21.0,0.0,0,3.091042453358316,0.42645094255603383,2814,63099.0,5359,0,0,37862,,5,1,4,0,0.0,255.0,0,10,40.0,1.0,150.0,0.0,5
T1,POU5F1,chr6,28.0,0.0,0,3.367295829986474,0.6567463262579784,6208,6208.0,16394,0,1,0,0.82,30,2,28,0,3.0,712.0,1,10,59.0,2.0,833.0,0.0,5
T1,MICA,chr6,18.0,0.0,0,2.9444389791664403,0.3318242541190441,15751,203302.0,15531,1,2,0,0.795,23,3,17,0,0.0,412.0,0,10,57.0,2.0,546.0,0.0,5
T1,NFKBIL1,chr6,26.0,0.0,0,3.295836866004329,0.595739943595072,111,366028.0,11959,0,0,4751,,17,2,14,0,0.0,63.0,0,10,25.0,1.0,49.0,0.0,5
T1,LST1,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,1637,403756.0,2786,0,0,4624,,7,4,3,0,0.0,92.0,0,10,54.0,2.0,209.0,0.0,5
T1,PRRC2A,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,2739,437245.0,17056,1,2,0,0.87,39,3,32,0,0.0,175.0,0,10,32.0,2.0,68.0,0.0,5
T1,APOM,chr6,22.0,0.0,0,3.1354942159291497,0.45814160605610804,13727,457958.0,5794,1,2,0,0.975,15,3,9,0,0.0,245.0,0,10,53.0,2.0,288.0,0.0,5
T1,BAG6,chr6,27.0,0.0,0,3.332204510175204,0.625500964821137,515,472531.0,14203,0,1,0,1.07,18,2,15,0,0.0,168.0,0,10,37.0,2.0,74.0,0.0,5
T1,GPANK1,chr6,7.0,0.0,0,2.0794415416798357,0.012913759833753896,42,485510.0,5055,0,1,0,0.78,15,5,9,0,0.0,37.0,0,10,45.0,2.0,155.0,0.0,5
T1,DDAH2,chr6,41.0,0.0,0,3.7376696182833684,0.94047795754787,4102,545784.0,3579,1,2,0,0.745,10,2,8,0,0.0,246.0,0,10,52.0,2.0,327.0,0.0,5
T1,NELFE,chr6,16.0,0.0,0,2.833213344056216,0.2705952204245213,6661,771646.0,6951,0,1,0,1.05,8,3,4,0,0.0,225.0,0,10,18.0,2.0,34.0,0.0,5
T1,C4A,chr6,14.0,0.0,0,2.70805020110221,0.2078076295086834,78,801182.0,22886,0,0,9209,,3,0,0,0,0.0,1018.0,0,10,34.0,2.0,64.0,0.0,5
T1,FKBPL,chr6,25.0,0.0,0,3.258096538021482,0.5632328929790708,357,949982.0,2373,1,0,17743,,6,1,5,0,0.0,119.0,0,10,43.0,2.0,133.0,0.0,5
T1,PPT2-EGFL8,chr6,10.0,0.0,0,2.3978952727983707,0.09314234822621345,360,972754.0,18133,0,2,0,0.725,25,3,17,0,0.0,8.0,0,10,13.0,1.0,14.0,0.0,5
T1,HLA-DQB1,chr6,33.0,0.0,0,3.5263605246161616,0.7999109395873534,19903,674779.0,8916,1,1,0,0.84,15,4,11,0,0.0,651.0,0,10,58.0,2.0,992.0,0.0,5
T1,HLA-DQB2,chr6,39.0,0.0,0,3.6888794541139363,0.9166542971649102,10716,570432.0,7449,1,1,0,1.09,6,0,5,1,0.0,288.0,0,10,57.0,2.0,663.0,0.0,5
T1,PSMB8,chr6,28.0,0.0,0,3.367295829986474,0.6567463262579784,42,478622.0,3962,0,1,0,0.85,9,2,7,0,0.0,402.0,0,10,39.0,2.0,145.0,0.0,5
T1,HLA-DPB1,chr6,32.0,0.0,0,3.4965075614664802,0.7737865518776904,31908,281381.0,15910,0,1,0,0.8,22,4,18,0,0.0,435.0,0,10,58.0,2.0,768.0,0.0,5
T1,RPS18,chr6,34.0,0.0,0,3.5553480614894135,0.8229182128543863,67,51117.0,4436,0,1,0,0.84,14,1,13,0,0.0,94.0,0,10,42.0,2.0,122.0,0.0,5
T1,UQCC2,chr6,7.0,0.0,0,2.0794415416798357,0.012913759833753896,45616,342852.0,21092,1,1,0,0.92,48,2,44,0,0.0,81.0,0,10,47.0,2.0,176.0,0.0,5
T1,TAF11,chr6,22.0,0.0,0,3.1354942159291497,0.45814160605610804,47429,1518504.0,11730,0,2,0,0.84,14,3,6,0,0.0,44.0,0,10,58.0,2.0,556.0,0.0,5
T1,PPARD,chr6,18.0,0.0,0,2.9444389791664403,0.3318242541190441,21294,1848916.0,85663,0,1,0,0.99,136,2,127,0,0.0,582.0,0,10,43.0,2.0,98.0,0.0,5
T1,FANCE,chr6,31.0,0.0,0,3.4657359027997265,0.7452130028202464,47801,1765635.0,14788,0,1,0,0.8,19,1,16,0,0.0,234.0,0,10,45.0,2.0,121.0,0.0,5
T1,SRPK1,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,61508,1310318.0,88376,1,1,0,1.02,69,1,48,5,0.0,181.0,0,10,54.0,2.0,392.0,0.0,5
T1,MAPK14,chr6,37.0,0.0,0,3.6375861597263857,0.8822176042748998,46294,1188708.0,94773,1,1,0,0.77,118,3,103,1,0.0,1213.0,0,10,55.0,2.0,961.0,0.0,5
T1,KCTD20,chr6,15.0,0.0,0,2.772588722239781,0.23957251001929641,26070,753455.0,48376,0,1,0,1.09,37,1,34,0,0.0,29.0,0,10,55.0,2.0,653.0,0.0,5
T1,PPIL1,chr6,29.0,0.0,0,3.4011973816621555,0.6862104794418881,1413,296562.0,20178,1,1,0,0.88,27,3,24,0,0.0,134.0,0,10,49.0,2.0,174.0,0.0,5
T1,TMEM217,chr6,27.0,0.0,0,3.332204510175204,0.625500964821137,4546,92549.0,45975,0,1,0,0.71,55,2,40,3,0.0,27.0,0,10,53.0,2.0,324.0,0.0,5
T1,NFYA,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,5159,3198001.0,29457,0,2,0,0.895,33,3,29,0,0.0,180.0,0,10,16.0,2.0,33.0,0.0,5
T1,TBCC,chr6,10.0,0.0,0,2.3978952727983707,0.09314234822621345,10793,1530478.0,1605,1,1,0,0.86,6,1,5,0,0.0,97.0,0,10,52.0,2.0,318.0,0.0,5
T1,BICRAL,chr6,14.0,0.0,0,2.70805020110221,0.2078076295086834,17474,1501331.0,86629,1,1,0,1.18,85,2,62,5,0.0,35.0,0,10,59.0,2.0,867.0,0.0,5
T1,GNMT,chr6,23.0,0.0,0,3.1780538303479458,0.4913908267774974,15587,1320685.0,3193,1,1,0,0.79,10,1,9,0,0.0,263.0,0,10,44.0,2.0,164.0,0.0,5
T1,MEA1,chr6,11.0,0.0,0,2.4849066497880004,0.12282915244173964,1276,1250196.0,5725,1,1,0,0.86,13,4,8,0,0.0,52.0,0,10,16.0,2.0,21.0,0.0,5
T1,PTK7,chr6,12.0,0.0,0,2.5649493574615367,0.15110583345702835,7495,1197026.0,85462,1,1,0,0.97,109,2,98,1,0.0,366.0,0,10,54.0,2.0,412.0,0.0,5
T1,CRIP3,chr6,31.0,0.0,0,3.4657359027997265,0.7452130028202464,4218,961132.0,9164,0,1,0,0.9,15,1,11,1,0.0,105.0,0,10,53.0,2.0,426.0,0.0,5
T1,ABCC10,chr6,7.0,0.0,0,2.0794415416798357,0.012913759833753896,27847,866269.0,23064,1,1,0,0.71,25,2,20,0,0.0,104.0,0,10,28.0,2.0,62.0,0.0,5
T1,MRPL14,chr6,8.0,0.0,0,2.1972245773362196,0.03874127950126169,5026,132038.0,16434,0,1,0,0.89,29,2,26,0,0.0,49.0,0,10,12.0,1.0,13.0,0.0,5
T1,ADGRF4,chr6,8.0,0.0,0,2.1972245773362196,0.03874127950126169,100461,3319615.0,36157,1,0,207509,,24,1,16,1,0.0,84.0,0,10,37.0,2.0,89.0,0.0,5
T1,PKHD1,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,540944,7280881.0,472314,1,0,196738,,274,1,195,20,0.0,401.0,0,10,52.0,2.0,269.0,0.0,5
T1,IL17A,chr6,12.0,0.0,0,2.5649493574615367,0.15110583345702835,45435,7875152.0,4263,0,0,93713,,4,0,3,0,0.0,2106.0,0,10,36.0,2.0,76.0,0.0,5
T1,GSTA3,chr6,7.0,0.0,0,2.0794415416798357,0.012913759833753896,24813,8619100.0,13062,1,0,85066,,13,1,12,0,0.0,76.0,0,10,44.0,2.0,112.0,0.0,5
T1,EYS,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,202710,21238728.0,1987246,1,1,0,1.0,836,2,357,110,0.0,204.0,0,10,58.0,2.0,1057.0,0.0,5
T1,KHDC1,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,12095,29032572.0,69145,0,3,0,0.9233,50,2,23,7,0.0,24.0,0,10,17.0,2.0,26.0,0.0,5
T1,UBE2J1,chr6,18.0,0.0,0,2.9444389791664403,0.3318242541190441,16724,16657285.0,26294,0,1,0,0.89,23,1,20,1,0.0,191.0,0,10,36.0,2.0,67.0,0.0,5
T1,RRAGD,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,25358,16606086.0,48119,0,1,0,0.88,46,1,45,0,0.0,84.0,0,10,36.0,2.0,94.0,0.0,5
T1,ANKRD6,chr6,21.0,0.0,0,3.091042453358316,0.42645094255603383,9385,16569729.0,200719,1,1,0,0.92,186,5,138,7,0.0,70.0,0,10,52.0,2.0,263.0,0.0,5
T1,PRDM1,chr6,20.0,0.0,0,3.044522437723423,0.39483449606649845,242467,242467.0,116476,1,2,0,1.04,140,6,120,4,7.0,652.0,1,10,48.0,2.0,208.0,0.0,5
T1,ATG5,chr6,15.0,0.0,0,2.772588722239781,0.23957251001929641,117183,215831.0,281054,1,2,0,0.915,331,8,283,8,0.0,810.0,0,10,43.0,2.0,99.0,0.0,5
T1,RTN4IP1,chr6,12.0,0.0,0,2.5649493574615367,0.15110583345702835,130278,505757.0,58727,1,0,57661,,59,3,46,2,0.0,104.0,0,10,36.0,2.0,62.0,0.0,5
T1,MTRES1,chr6,24.0,0.0,0,3.2188758248682006,0.5273860768888229,26059,1008662.0,23402,1,1,0,1.06,21,3,12,0,0.0,29.0,0,10,30.0,2.0,48.0,0.0,5
T1,SCML4,chr6,25.0,0.0,0,3.258096538021482,0.5632328929790708,165916,1664938.0,122163,0,0,23875,,145,2,133,0,0.0,68.0,0,10,51.0,2.0,190.0,0.0,5
T1,AK9,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,53,3697807.0,198362,0,2,0,0.71,96,2,56,8,0.0,166.0,0,10,53.0,2.0,262.0,0.0,5
T1,GPR6,chr6,7.0,0.0,0,2.0794415416798357,0.012913759833753896,138112,3846681.0,2464,0,1,0,0.71,6,1,5,0,0.0,36.0,0,10,48.0,2.0,242.0,0.0,5
T1,METTL24,chr6,17.0,0.0,0,2.8903717578961645,0.300875760724358,40776,4324263.0,114562,0,1,0,0.86,116,2,98,5,0.0,39.0,0,10,28.0,2.0,46.0,0.0,5
T1,SLC16A10,chr6,15.0,0.0,0,2.772588722239781,0.23957251001929641,50325,5043715.0,143691,0,1,0,0.87,130,1,108,4,0.0,212.0,0,10,54.0,2.0,489.0,0.0,5
T1,REV3L,chr6,11.0,0.0,0,2.4849066497880004,0.12282915244173964,65007,5425245.0,184687,0,1,0,1.0,138,4,111,6,0.0,178.0,0,10,40.0,2.0,127.0,0.0,5
T1,RFPL4B,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,15542,5094154.0,3964,0,0,11263,,7,1,5,0,0.0,19.0,0,10,55.0,2.0,283.0,0.0,5
T1,CALHM5,chr6,8.0,0.0,0,2.1972245773362196,0.03874127950126169,15298,929601.0,13149,1,0,46284,,16,2,7,1,0.0,13.0,0,10,29.0,1.0,53.0,0.0,5
T1,RWDD1,chr6,11.0,0.0,0,2.4849066497880004,0.12282915244173964,11498,866031.0,26266,0,1,0,0.78,21,2,11,2,0.0,34.0,0,10,31.0,2.0,68.0,0.0,5
T1,RFX6,chr6,18.0,0.0,0,2.9444389791664403,0.3318242541190441,18482,530248.0,54949,0,1,0,0.82,30,2,16,2,0.0,120.0,0,10,55.0,2.0,584.0,0.0,5
T1,MCM9,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,13395,1495825.0,121720,1,2,0,0.99,102,3,84,4,0.0,269.0,0,10,48.0,2.0,165.0,0.0,5
T1,CLVS2,chr6,32.0,0.0,0,3.4965075614664802,0.7737865518776904,40495,5529694.0,76794,1,1,0,0.88,49,2,30,7,0.0,27.0,0,10,49.0,2.0,170.0,0.0,5
T1,TRMT11,chr6,10.0,0.0,0,2.3978952727983707,0.09314234822621345,61680,8622166.0,217389,1,1,0,0.93,186,1,152,9,0.0,58.0,0,10,50.0,2.0,274.0,0.0,5
T1,SMLR1,chr6,17.0,0.0,0,2.8903717578961645,0.300875760724358,194770,4548672.0,9729,0,0,225156,,13,1,11,0,0.0,39.0,0,10,57.0,2.0,542.0,0.0,5
T1,AKAP7,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,36039,4081880.0,148068,1,1,0,1.32,112,4,89,5,0.0,105.0,0,10,54.0,2.0,140.0,0.0,5
T1,ARG1,chr6,33.0,0.0,0,3.5263605246161616,0.7999109395873534,149806,3860282.0,113500,1,0,43615,,68,1,49,2,0.0,684.0,0,10,52.0,2.0,255.0,0.0,5
T1,ENPP3,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,14732,3538284.0,119126,0,1,0,0.84,96,3,65,9,0.0,338.0,0,10,18.0,1.0,21.0,0.0,5
T1,CCN2,chr6,16.0,0.0,0,2.833213344056216,0.2705952204245213,39882,3269734.0,3280,1,2,0,0.92,11,2,9,0,0.0,1070.0,0,10,53.0,2.0,204.0,0.0,5
T1,SLC18B1,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,23359,2391328.0,43969,0,1,0,0.74,34,2,27,2,0.0,47.0,0,10,41.0,1.0,110.0,0.0,5
T1,SGK1,chr6,17.0,0.0,0,2.8903717578961645,0.300875760724358,34570,897766.0,148864,0,3,0,0.94,197,10,178,0,0.0,541.0,0,10,53.0,2.0,174.0,0.0,5
T1,MAP7,chr6,11.0,0.0,0,2.4849066497880004,0.12282915244173964,111851,1257660.0,208538,0,2,0,0.825,206,7,189,2,0.0,232.0,0,10,52.0,2.0,297.0,0.0,5
T1,TNFAIP3,chr6,32.0,0.0,0,3.4965075614664802,0.7737865518776904,185543,185543.0,19453,0,1,0,0.84,52,4,48,0,2.0,933.0,1,10,27.0,2.0,41.0,0.0,5
T1,TXLNB,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,66855,1358760.0,52915,1,0,71846,,70,6,64,0,0.0,47.0,0,10,54.0,2.0,346.0,0.0,5
T1,SASH1,chr6,13.0,0.0,0,2.6390573296152584,0.17893721240908417,333607,1779408.0,279740,1,1,0,1.01,348,2,329,0,0.0,174.0,0,10,48.0,2.0,153.0,0.0,5
T1,PPIL4,chr6,18.0,0.0,0,2.9444389791664403,0.3318242541190441,25733,197746.0,41597,1,1,0,1.07,25,2,21,0,0.0,114.0,0,10,33.0,2.0,71.0,0.0,5
T1,GINM1,chr6,20.0,0.0,0,3.044522437723423,0.39483449606649845,10367,141532.0,25542,1,1,0,1.06,20,1,14,0,0.0,105.0,0,10,30.0,2.0,72.0,0.0,5
T1,RAET1E,chr6,22.0,0.0,0,3.1354942159291497,0.45814160605610804,1304,181312.0,14934,0,0,18682,,18,3,15,0,0.0,64.0,0,10,16.0,1.0,23.0,0.0,5
T1,ULBP1,chr6,11.0,0.0,0,2.4849066497880004,0.12282915244173964,10474,235364.0,9772,1,1,0,1.09,10,1,7,0,0.0,139.0,0,10,30.0,1.0,69.0,0.0,5
T1,RAET1L,chr6,18.0,0.0,0,2.9444389791664403,0.3318242541190441,24811,282616.0,7198,0,0,3192,,3,1,1,1,0.0,34.0,0,10,39.0,1.0,118.0,0.0,5
T1,RGS17,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,111208,1591206.0,126823,1,1,0,0.94,97,1,71,3,0.0,78.0,0,10,56.0,2.0,309.0,0.0,5
T1,RSPH3,chr6,15.0,0.0,0,2.772588722239781,0.23957251001929641,84427,96362.0,30118,1,1,0,0.68,20,2,14,1,0.0,48.0,0,10,38.0,2.0,49.0,0.0,5
T1,RAMACL,chr6,19.0,0.0,0,2.995732273553991,0.3629211815348078,7082,3179760.0,3669,1,0,32164,,4,0,4,0,0.0,19.0,0,10,40.0,2.0,94.0,0.0,5
T1,TTLL2,chr6,9.0,0.0,0,2.302585092994046,0.06486566721092474,4845,3915916.0,34432,0,1,0,0.79,36,1,26,3,0.0,15.0,0,10,51.0,2.0,276.0,0.0,5
T1,FAM20C,chr7,7.0,0.0,0,2.0794415416798357,0.012913759833753896,178891,3031085.0,68738,0,13,0,0.7815,152,2,115,7,0.0,365.0,0,10,46.0,2.0,113.0,0.0,6
T1,ZFAND2A,chr7,9.0,0.0,0,2.302585092994046,0.06486566721092474,10011,1893468.0,8868,0,1,0,0.75,20,2,16,0,0.0,37.0,0,10,52.0,2.0,171.0,0.0,6
T1,RBAK,chr7,20.0,0.0,0,3.044522437723423,0.39483449606649845,29267,992576.0,23670,1,1,0,0.77,9,1,5,0,0.0,26.0,0,10,50.0,2.0,164.0,0.0,6
T1,SLC29A4,chr7,27.0,0.0,0,3.332204510175204,0.625500964821137,41345,776106.0,32825,0,7,0,0.7371,52,2,33,2,0.0,153.0,0,10,52.0,2.0,347.0,0.0,6
T1,ACTB,chr7,9.0,0.0,0,2.302585092994046,0.06486566721092474,23918,469146.0,37493,1,5,0,0.886,69,4,60,1,0.0,1607.0,0,10,38.0,2.0,129.0,0.0,6
T1,ANKRD61,chr7,34.0,0.0,0,3.5553480614894135,0.8229182128543863,8659,13587.0,5176,0,0,21752,,3,0,3,0,0.0,12.0,0,10,37.0,2.0,83.0,0.0,6
T1,RSPH10B2,chr7,19.0,0.0,0,2.995732273553991,0.3629211815348078,19043,360960.0,45264,1,2,0,0.81,4,1,3,0,0.0,20.0,0,10,24.0,2.0,41.0,0.0,6
T1,CRPPA,chr7,22.0,0.0,0,3.1354942159291497,0.45814160605610804,397163,4112116.0,414979,1,2,0,1.08,321,7,210,23,0.0,154.0,0,10,57.0,2.0,336.0,0.0,6
T1,SOSTDC1,chr7,11.0,0.0,0,2.4849066497880004,0.12282915244173964,3088,3683789.0,69099,0,1,0,0.88,56,4,31,7,0.0,299.0,0,10,21.0,2.0,27.0,0.0,6
T1,BZW2,chr7,18.0,0.0,0,2.9444389791664403,0.3318242541190441,48928,3621732.0,62118,1,1,0,0.79,65,4,58,1,0.0,73.0,0,10,30.0,2.0,51.0,0.0,6
T1,SP4,chr7,25.0,0.0,0,3.258096538021482,0.5632328929790708,310143,900443.0,86779,1,1,0,0.84,63,2,28,6,0.0,476.0,0,10,52.0,2.0,224.0,0.0,6
T1,DNAH11,chr7,19.0,0.0,0,2.995732273553991,0.3629211815348078,56375,1269207.0,358800,1,1,0,0.87,220,1,189,5,0.0,288.0,0,10,52.0,2.0,308.0,0.0,6
T1,TOMM7,chr7,22.0,0.0,0,3.1354942159291497,0.45814160605610804,18994,2624386.0,10221,1,1,0,1.13,15,2,13,0,0.0,56.0,0,10,30.0,2.0,44.0,0.0,6
T1,NUP42,chr7,42.0,0.0,0,3.7612001156935624,0.9509425560338429,24258,2940126.0,19170,0,1,0,1.05,19,1,11,0,0.0,88.0,0,10,53.0,2.0,165.0,0.0,6
T1,MALSU1,chr7,19.0,0.0,0,2.995732273553991,0.3629211815348078,42485,2860305.0,12990,0,1,0,0.95,16,2,8,0,0.0,22.0,0,10,37.0,2.0,78.0,0.0,6
